ds,yhat,yhat_lower,yhat_upper
2011-06-21,27311.731412665224,10765.604101889607,42933.236349999315
2011-06-22,24155.54976582454,8299.674870080295,41550.68350606735
2011-06-23,30811.419231490458,15122.503531051301,45183.94654651533
2011-06-24,20634.543894002323,3710.5246296769606,36473.04308538543
2011-06-26,10484.030974690193,0.0,24732.003067286314
2011-06-27,21692.31401770629,6150.851402512835,38083.32598022685
2011-06-28,24238.12703698119,8570.66827367712,40892.09741522907
2011-06-29,21473.244423591823,6117.865537212343,37103.18499060893
2011-06-30,28577.83886342684,12116.540101725346,45599.268987734155
2011-07-01,18893.94282191642,2489.8366641878947,35848.852237981955
2011-07-03,9804.40141873695,0.0,25787.2942822793
2011-07-04,21550.627036125312,4963.164948536303,37553.909585185545
2011-07-05,24619.463992972887,7608.927708951073,40302.31763549006
2011-07-06,22348.55857153662,6508.543985777977,38431.92053042028
2011-07-07,29905.10059268799,14479.895920360772,46348.16435561387
2011-07-08,20619.666919811745,4074.0393990469024,36263.226395836566
2011-07-10,12130.3341867631,0.0,27548.952721182195
2011-07-11,24065.695001318792,8648.250485232156,39703.91065371479
2011-07-12,27245.283479724614,11097.347832335448,43113.234828920315
2011-07-13,25006.552574549733,8723.561454999906,40948.17001323296
2011-07-14,32518.961553477886,17095.05719103107,48876.75131246118
2011-07-15,23117.707360273413,6409.9394629419785,38387.81254978826
2011-07-17,14210.721208971121,0.0,30756.62090494469
2011-07-18,25863.239739299428,10173.679602165583,42203.5478398545
2011-07-19,28725.60629675237,14141.816670226011,44230.40326461157
2011-07-20,26147.646383021616,9205.156547357126,42061.83342852191
2011-07-21,33311.6102861196,16274.62011580391,48140.35293935041
2011-07-22,23565.47274440984,7015.922973149539,39945.05423129414
2011-07-24,14027.900783708068,0.0,29863.900792148732
2011-07-25,25416.457346920793,9731.681241875787,42724.07097558988
2011-07-26,28061.189231643017,12953.004358283455,45871.42566953786
2011-07-27,25318.761440637587,8261.445257926278,40316.32046125488
2011-07-28,32376.19581413663,16730.842719066142,47962.301605866356
2011-07-29,22584.021753526267,6195.606704958147,40690.91045901629
2011-07-31,13134.623775958964,0.0,30500.567776513188
2011-08-01,24651.137467112745,7485.349062141454,40398.55468858638
2011-08-02,27472.04950314562,11835.287470099078,44059.62025202733
2011-08-03,24945.91968812888,8729.28315833844,40713.285779642654
2011-08-04,32250.128484999575,15335.33409936091,48602.992911715475
2011-08-05,22724.369869140763,6173.53368093217,38160.791191307384
2011-08-07,13819.752228634898,0.0,30773.10094315376
2011-08-08,25590.5893520435,10360.40543983138,41239.606649257934
2011-08-09,28638.248791654165,12644.333345783298,46005.97710102436
2011-08-10,26300.653672589542,8674.022589125841,42916.6019534518
2011-08-11,33745.83920782446,17279.528111067615,50084.227755801316
2011-08-12,24305.804167262788,7254.778512535077,40751.352725001656
2011-08-14,15386.129340512825,0.0,33118.48737426239
2011-08-15,27051.50077406456,11871.146730042768,42522.4392524658
2011-08-16,29929.34787638608,12792.185600617951,46863.40514432303
2011-08-17,27361.422427183454,10195.630122361901,42933.124510713664
2011-08-18,34522.02486866176,19496.169197003455,50608.64609357416
2011-08-19,24751.710927864107,8639.911943760471,41827.0540027897
2011-08-21,15078.668059859465,0.0,31711.858984963354
2011-08-22,26347.165136732452,10629.096199314168,43463.88992070486
2011-08-23,28834.101013494146,12610.171635113964,46093.76697849122
2011-08-24,25896.595977335506,9663.956433713087,41214.82892114378
2011-08-25,32724.388439068134,16250.82212997612,48485.90758581462
2011-08-26,22673.047902260343,7026.5828079739995,38797.49664049867
2011-08-28,12648.305130866005,0.0,28458.33282058898
2011-08-30,26407.68394758398,9290.669504182095,40572.59128881452
2011-08-31,23625.42214070542,7962.2261915259205,40719.70621162428
2011-09-01,30715.932808160385,14543.35529693155,46293.891179277874
2011-09-02,21035.038948019057,5338.386919741687,37006.91630251012
2011-09-04,12059.834412388289,0.0,27480.910640439746
2011-09-05,23945.35900986933,8994.434503569075,41122.52640595451
2011-09-06,27225.47831676275,11029.258915344019,43450.77674755137
2011-09-07,25248.953052151955,8496.307134205028,41226.63732991516
2011-09-08,33192.09013691959,16676.01761728108,49006.01410654341
2011-09-09,24392.187465765463,8353.40641251335,40784.678835812534
2011-09-11,17183.724861453782,657.0214738094625,32199.969507567737
2011-09-12,29913.321494353793,14373.360077701453,46105.318979737705
2011-09-13,33983.650438416604,18841.42640486096,49098.609279112105
2011-09-14,32723.67705996162,17953.211728032013,48561.31924285217
2011-09-15,41291.34564035709,25572.112110557046,58283.460337241086
2011-09-16,33007.54743399784,16284.012054931121,50437.59621370971
2011-09-18,26452.950389835256,9786.743405090634,42458.214125926286
2011-09-19,39301.218276335254,23007.195409393156,54780.60421116329
2011-09-20,43344.197938533805,27321.61772508493,57948.71878170002
2011-09-21,41909.911715701746,25676.040590799268,58208.464445781494
2011-09-22,50159.00252908461,34511.89205461196,65888.35205585624
2011-09-23,41418.65753301291,24215.226913329196,57663.887277457885
2011-09-25,33579.260041505055,18050.473026211068,48926.94880600782
2011-09-26,45628.06316963123,29672.43303197571,63319.66034829069
2011-09-27,48790.437189501106,33370.78247174414,64898.153533390556
2011-09-28,46414.669124364045,29820.88457281268,62457.32340175006
2011-09-29,53683.096936063004,38473.66273909225,69794.26764713864
2011-09-30,43945.4490208014,27829.536553699574,59772.884669076746
2011-10-02,34152.262387745846,18495.346051665052,50057.12964990875
2011-10-03,45288.396474017936,29844.54454251828,60878.63405422778
2011-10-04,47607.91386986298,31198.87977571749,63720.29191551542
2011-10-05,44476.8657851499,28069.715683920018,59487.02413318853
2011-10-06,51092.79077306349,33690.33546445923,67380.3277290203
2011-10-07,40817.65723468061,24414.69029323016,56589.32390265158
2011-10-09,30326.93720068417,14582.813363158812,45909.040739351076
2011-10-10,41310.38371264159,24936.31292472679,57428.403361226585
2011-10-11,43606.82739635017,26352.20426031256,59421.03237497941
2011-10-12,40577.072108412074,24030.230375955034,56028.44026621937
2011-10-13,47410.09182570175,32674.752794409145,63691.002502040275
2011-10-14,37456.267821868954,21131.50095517542,53463.33600512189
2011-10-16,27861.72080692824,12309.95529786974,43881.8372042189
2011-10-17,39385.553440114345,22721.051965601662,55972.00346453079
2011-10-18,42258.733025800466,25551.984491700583,59769.81447351519
2011-10-19,39822.40956961831,23789.807117628672,55383.881364662935
2011-10-20,47246.01982915263,31032.19739021736,62516.373394530936
2011-10-21,37861.12796991167,22062.87099369582,53136.10170545683
2011-10-23,29271.230835506678,13237.712295082261,45754.68480655704
2011-10-24,41201.725043608094,24008.769116210435,57523.66581106221
2011-10-25,44402.6755980015,27808.15444501572,61094.0750315859
2011-10-26,42207.6065050036,25829.180416683972,59015.33653689354
2011-10-27,49781.58066922364,33683.68858280952,66044.80183968143
2011-10-28,40455.157641962156,23744.080488209303,56785.30957255835
2011-10-30,31719.289911263913,15475.600158313791,48623.80188549075
2011-10-31,43459.72890429149,27703.85217638848,59243.01564965991
2011-11-01,46406.98841969249,30547.550386400377,62391.6940617585
2011-11-02,43908.46828434763,27908.712481316492,59430.89180778165
2011-11-03,51145.006640315696,35639.84054622077,67462.08594610769
2011-11-04,41464.296634957456,24467.597975539968,57576.69954364615
2011-11-06,32041.054781893457,15772.926314084192,47879.0031142068
2011-11-07,43484.01591511939,27913.3305943945,58609.23449132748
2011-11-08,46186.90474868903,29420.059930500243,63120.99584304286
2011-11-09,43511.85529700161,27679.471300675385,61416.814218081054
2011-11-10,50652.17307284578,33497.34050231259,65828.10049813431
2011-11-11,40965.26179985035,23217.75142823777,56518.06904443665
2011-11-13,31822.365685924044,15994.14476359186,47223.25409110828
2011-11-14,43554.29765988773,27423.600708153732,59550.56740301861
2011-11-15,46640.71333876033,30654.709062450296,61718.09097150799
2011-11-16,44435.540142995145,28414.28411337987,59933.64562587052
2011-11-17,52120.23911613541,36582.13866006962,67458.51023548846
2011-11-18,43036.98683512743,26497.288642831994,59241.756125575725
2011-11-20,35203.72288578762,19586.07966953404,50186.30768817511
2011-11-21,47598.06105392876,31772.813702538857,64845.90180043092
2011-11-22,51320.22108752768,34451.96041899515,67727.1744471516
2011-11-23,49699.34106207942,33575.404186033775,65830.68603838264
2011-11-24,57892.16393393217,41190.233729810796,74380.13862397947
2011-11-25,49216.968121390375,33284.87708360069,64799.8594755603
2011-11-27,41812.56391125048,26152.58527816898,58630.73099487285
2011-11-28,54190.55996799993,37196.971930460226,69137.65576118632
2011-11-29,57723.295287501955,41009.852611324575,73011.21613714051
2011-11-30,55730.44848053333,39194.18765402978,70695.29844621736
2011-12-01,63363.79482763659,48015.407185026204,79173.56037071176
2011-12-02,53941.435415091844,36806.47346496039,70599.60655811896
2011-12-04,44503.77952403064,28328.721887055635,59606.40988134979
2011-12-05,55620.15265729424,39936.172430938685,71773.8981094851
2011-12-06,57752.16981719931,42099.97949710055,73299.19812636227
2011-12-07,54243.14134465813,39116.11512506393,70949.99091541507
2011-12-08,60272.26778823801,44033.39248913793,76088.43974943446
2011-12-09,49188.259755420375,33420.09193701944,65603.10833962116
2011-12-10,7198.914005288032,0.0,23830.780618933797
2011-12-11,36389.053636199955,20914.76687610634,52991.8910899018
2011-12-12,45875.91500364602,30464.32768740261,62145.49118431646
2011-12-13,46460.03721081474,30860.85760020066,62618.31324557588
2011-12-14,41519.35423284884,24645.191820973945,57706.22192134531
2011-12-15,46265.85389540742,29909.62398453418,61835.457092859004
2011-12-16,34078.3412874558,17086.773326238876,51029.772577039475
2011-12-17,0.0,0.0,6707.787607663456
2011-12-18,19711.69233048659,3967.549655000009,36351.10414453146
2011-12-19,28774.56765075567,11924.895407271963,44787.292923904344
2011-12-20,29192.60828537028,12634.246226697342,45496.29211811572
2011-12-21,24350.27155109592,7794.8991262411755,41282.50885226381
2011-12-22,29460.136783780676,14343.831594588179,46820.88720273694
2011-12-23,17895.590998591782,1664.0947189250933,33328.25496747624
2011-12-24,0.0,0.0,-7211.889075756266
2011-12-25,5502.565004006621,0.0,22404.715086116186
2011-12-26,15876.649486875922,12.950772736464094,31633.06189045599
2011-12-27,17787.495677760497,480.1311779716509,33281.87387974751
2011-12-28,14588.177443608749,0.0,30322.71997593211
2011-12-29,21456.461608927093,5810.327592771633,38266.11593488742
2011-12-30,11728.332288711594,0.0,28088.142352921222
2011-12-31,0.0,0.0,-12574.772654836654
2012-01-01,3085.0550179457096,0.0,19507.89053552125
2012-01-02,15293.075678961864,0.0,31131.860052372693
2012-01-03,18959.0007753168,2339.491724887006,34869.83960629893
2012-01-04,17399.67223130336,1981.0754865518738,34233.19670868868
2012-01-05,25759.644675898337,9496.878925871926,41176.57239029979
2012-01-06,17345.510378938612,3166.2935460035515,33174.44314508883
2012-01-07,0.0,0.0,-5544.052463506586
2012-01-08,10702.765881982983,0.0,26100.58167519338
2012-01-09,23563.34686962188,7316.206138693335,40024.27305853946
2012-01-10,27636.94000781112,11315.022580991388,44582.35867686829
2012-01-11,26238.04999921859,9347.477429037493,42094.27071983219
2012-01-12,34514.90616990401,17352.10410472475,50455.627388953275
2012-01-13,25783.63057255664,9038.416928138742,41631.09814655732
2012-01-14,0.0,0.0,3130.953428813463
2012-01-15,17869.940904321084,1704.0328079087108,33694.86748061712
2012-01-16,29821.598772625865,14379.11984029944,46154.08263751538
2012-01-17,32840.74022791828,17057.25481363812,48642.4458026642
2012-01-18,30273.460947879095,13627.183305497436,45608.87050701588
2012-01-19,37301.78072422395,20922.078300604415,52316.78412939011
2012-01-20,27276.909231826925,11829.857800978167,44356.102339901634
2012-01-21,0.0,0.0,1830.780824463499
2012-01-22,16782.12832725703,1277.632198131027,32167.128816751854
2012-01-23,27514.644245179905,11874.02363212785,43690.04163576535
2012-01-24,29404.541498452993,12454.813613023027,46048.68438171799
2012-01-25,25825.97929527019,9812.656131362724,42002.42016253689
2012-01-26,31985.27369097772,15669.530009821257,49190.832150576185
2012-01-27,21253.58802393634,4283.443017491453,37916.83167642515
2012-01-28,0.0,0.0,-3399.0321540651144
2012-01-29,9887.344268311253,0.0,24298.380428066313
2012-01-30,20470.032140210336,3875.8174795160007,35858.60143970102
2012-01-31,22401.753464277877,5956.946564440648,39503.86012558327
2012-02-01,19050.93555462676,2682.2376730298297,35757.063908855045
2012-02-02,25613.227674915775,10331.113072141037,41649.73192217478
2012-02-03,15444.579567659675,0.0,31130.49542103838
2012-02-04,0.0,0.0,-9694.85030215988
2012-02-05,5604.086181607749,0.0,22281.170875620184
2012-02-06,17101.385034931904,729.8287115966586,33312.00159095019
2012-02-07,20013.00838770679,4412.77579576944,36041.009527861155
2012-02-08,17678.817540374068,756.8827893284642,33862.82560152837
2012-02-09,25265.545214285048,9998.195396425821,41524.246236123065
2012-02-10,16100.692601764062,182.6035781718062,32337.188922141122
2012-02-11,0.0,0.0,-7138.42699857892
2012-02-12,8099.119295658589,0.0,24334.828280442867
2012-02-13,20383.850860943738,3509.9019575805487,35813.68263289046
2012-02-14,23968.14554270611,7470.339345059001,39334.410174002966
2012-02-15,22176.374886845122,5340.876317492527,37906.472931321936
2012-02-16,30163.903240592354,13065.626665911279,46595.998590314884
2012-02-17,21251.231062417606,4327.767821506732,37030.56156505498
2012-02-18,0.0,0.0,-2115.3678259194166
2012-02-19,13302.563386821028,0.0,28489.136671971955
2012-02-20,25396.255763995756,9488.086987574425,41315.41748158808
2012-02-21,28656.95304519253,13690.244648021126,45213.349597090324
2012-02-22,26423.050606762466,10990.978675585786,42022.66646743959
2012-02-23,33867.136482077745,17233.927091178335,49857.671624591356
2012-02-24,24329.567206230407,8235.579146141408,39135.731506597826
2012-02-25,0.0,0.0,-249.84303819660167
2012-02-26,14975.462437007494,0.0,30909.565524140038
2012-02-27,26335.539427320644,9969.015049861884,42395.18351176048
2012-02-28,28873.580953744287,12874.46697305105,44076.014662687725
2012-02-29,25950.788442914687,9776.135359002226,41863.474953573605
2012-03-01,32761.051901228617,17507.734472586842,49039.50360382094
2012-03-02,22663.906619295336,6152.692714312411,39071.29206497251
2012-03-03,0.0,0.0,-1667.7302399065463
2012-03-04,12476.288347986678,0.0,29421.166202857312
2012-03-05,23585.68608826309,8497.964660787935,40035.65814836443
2012-03-06,25993.197183995977,10493.273788517277,42854.7957218447
2012-03-07,23062.276255534012,8648.719332077218,40285.50410484893
2012-03-08,29985.164436004,13465.78239794376,45604.40603160937
