Invoice,TotalQuantity,TotalAmount,UniqueProducts,Customer ID,Anomaly
517457,22,120.75,14,16883,1
517460,178,361.16,19,14110,1
517467,254,627.62,41,18075,1
517471,271,371.27,20,16170,1
517474,204,441.81,23,12609,1
517478,112,213.6,36,14451,1
517479,137,248.47,14,15981,1
517481,1,100.0,1,12737,1
517482,155,317.15999999999997,20,17651,1
517483,1,3610.5,1,12737,1
517485,1,110.0,1,12678,1
517486,220,400.2,21,17168,1
517487,319,610.48,22,16779,1
517491,455,720.9200000000001,18,16045,1
517492,166,247.9,11,16045,1
517507,56,384.2,4,15093,1
517509,352,984.2,11,12917,1
517510,8,50.8,1,15637,1
517511,151,304.0,16,16168,1
517512,100,194.1,10,12408,1
517513,244,811.91,55,15023,1
517514,324,248.75,54,13584,1
517515,98,326.98,20,13531,1
517516,2,14.98,1,13531,1
517517,226,304.2,22,13999,1
517518,188,303.32,17,13013,1
517520,70,111.09,9,17235,1
517521,377,1166.46,13,13680,1
517527,251,392.85,26,14388,1
517528,104,144.9,5,13101,1
517529,83,541.61,26,16992,1
517530,162,334.08,16,16094,1
517532,160,421.90000000000003,11,17675,1
517537,36,45.0,1,13346,1
517539,132,259.9,17,12525,1
517540,374,315.8,6,17930,1
517541,113,281.42,26,16933,1
517542,106,246.07,77,15021,1
517543,32,40.24,19,17961,1
517545,99,117.03,25,17920,1
517547,297,490.47,19,14235,1
517548,4,15.0,1,14235,1
517549,186,372.59000000000003,96,16782,1
517550,172,323.86,14,12836,1
517551,24,46.8,2,12836,1
517552,162,242.29,30,13969,1
517553,79,149.89,12,16032,1
517554,6,76.5,1,14543,1
517555,208,326.86,67,15998,1
517557,144,141.54,22,14713,1
517558,183,474.89,65,17921,1
517561,3,14.85,1,13239,1
517566,20,109.0,1,17929,1
517567,130,470.3,2,16210,1
517568,308,487.0,2,12989,1
517569,3,3.75,1,14861,1
517573,185,312.5,22,14211,1
517575,209,376.15,22,14221,1
517576,8,23.6,1,14221,1
517578,807,672.93,48,14346,1
517579,37,129.75,7,16905,1
517620,126,293.28000000000003,14,17213,1
517622,171,304.85,16,16145,1
517623,334,470.78,17,15629,1
517625,90,142.33,43,16391,1
517626,234,284.11,45,16428,1
517627,113,137.20000000000002,33,16428,1
517628,711,754.4300000000001,41,17160,1
517629,412,528.24,35,14291,1
517631,1,55.0,1,12415,1
517632,101,184.69,12,17109,1
517638,112,332.88,3,18220,1
517639,44,406.2,2,15694,1
517640,200,330.0,1,15769,1
517641,14,115.08,7,15615,1
517642,9,51.150000000000006,3,15615,1
517643,352,337.92,4,14828,1
517644,214,271.02,17,17735,1
517645,166,776.02,14,14911,1
517646,522,1633.8600000000001,2,18102,1
517648,1,15.0,1,14606,1
517649,401,386.1,24,16156,1
517650,71,637.44,18,13015,1
517651,160,198.32,7,16156,1
517652,1,15.0,1,17448,1
517653,230,326.9,16,13329,1
517664,61,97.83000000000001,5,15459,1
517665,768,887.6800000000001,7,13694,1
517666,230,327.5,15,13329,1
517667,31,109.85,5,16954,1
517668,150,292.5,9,12928,1
517669,45,109.55,14,17861,1
517671,70,168.98,6,13041,1
517673,134,508.1,25,12733,1
517704,108,301.72,6,14031,1
517707,3,4.15,2,12843,1
517708,30,153.3,10,17243,1
517709,1,50.0,1,12748,1
517710,248,560.6999999999999,24,15039,1
517711,14,89.30000000000001,4,15039,1
517712,370,778.71,47,13564,1
517713,1,95.0,1,12748,1
517714,618,1024.01,125,13869,1
517717,18,15.3,1,15039,1
517718,6,7.5,1,13564,1
517719,59,213.63,48,17931,1
517720,143,218.45,15,15747,1
517721,140,342.65,37,14396,1
517722,273,348.77,25,14667,1
517723,113,117.72,19,14878,1
517724,68,206.91,34,15547,1
517725,49,157.3,18,15751,1
517726,79,194.15,14,15716,1
517727,6,8.7,1,15751,1
517728,165,218.04,20,13598,1
517729,283,226.35999999999999,18,14455,1
517731,4800,21984.0,16,18102,-1
517732,111,370.51,40,17618,1
517734,95,177.02,18,14404,1
517737,137,190.35,16,13766,1
517738,289,438.65000000000003,28,16611,1
517739,173,365.05,60,13474,1
517740,361,510.68,73,12862,1
517741,38,112.19999999999999,5,13617,1
517742,316,406.26,35,15666,1
517743,117,228.75,52,17984,1
517744,616,910.17,30,15640,1
517745,98,320.65999999999997,9,12747,1
517746,72,326.64,17,17049,1
517747,172,556.72,31,17049,1
517748,243,323.73,24,13983,1
517749,195,549.0500000000001,30,15200,1
517750,375,713.75,33,17589,1
517751,145,194.9,13,15325,1
517752,75,189.09,12,18277,1
517753,35,148.05,6,18277,1
517754,500,1424.0,2,18102,1
517755,362,541.46,25,13647,1
517756,300,340.96000000000004,9,14844,1
517757,2,19.9,1,13647,1
517758,125,244.95,14,13136,1
517759,42,107.5,6,13136,1
517760,95,201.25,36,17068,1
517761,253,601.25,35,13888,1
517762,15,36.9,3,12748,1
517764,300,1554.6,13,15077,1
517766,25,305.08,2,14427,1
517793,48,153.20000000000002,10,13888,1
517815,290,331.1,18,14152,1
517816,38,79.18,5,13963,1
517817,2076,5737.32,17,18087,-1
517819,10,85.0,1,12527,1
517820,121,215.43,12,12621,1
517822,266,297.06,13,17422,1
517823,127,251.38,16,12395,1
517824,183,365.31,40,15990,1
517825,228,405.0,15,14644,1
517843,44,83.7,4,13856,1
517844,52,392.4,2,13113,1
517845,64,240.0,1,12931,1
517847,460,496.98,35,13089,1
517848,75,476.25,2,17809,1
517849,48,99.60000000000001,4,13089,1
517851,46,133.9,9,13292,1
517852,80,149.0,6,16458,1
517853,244,411.96000000000004,9,16843,1
517858,24,178.95,19,13090,1
517859,535,911.47,89,13357,1
517860,416,829.35,28,12857,1
517861,123,190.12,38,13090,1
517862,722,747.39,29,14667,1
517863,220,392.8,20,16227,1
517864,225,480.29,29,14194,1
517865,214,247.95,42,16655,1
517866,105,328.43,18,12907,1
517867,256,660.12,24,13089,1
517868,288,311.03999999999996,6,17666,1
517869,30,87.47,9,17848,1
517870,273,305.11,15,16945,1
517871,224,489.78000000000003,52,16814,1
517872,220,345.6,18,16060,1
517874,62,325.70000000000005,5,15199,1
517882,105,287.66,30,14469,1
517883,40,167.45,29,14819,1
517889,12,10.2,1,17442,1
517891,72,307.1,6,16256,1
517893,884,986.2099999999999,12,15061,1
517896,42,238.72,15,14734,1
517900,41,105.05000000000001,7,16784,1
517901,24,46.8,1,15754,1
517904,5,125.0,1,12484,1
517905,600,750.0,1,17553,1
517906,108,235.5,13,15081,1
517909,185,728.9200000000001,20,18260,1
517910,96,180.0,11,17454,1
517911,77,222.85000000000002,9,17540,1
517914,1122,1733.5,22,17511,1
517930,2,590.0,2,15727,1
517931,389,755.7,63,16161,1
517933,337,502.55,27,15218,1
517934,1,800.0,1,12748,1
517946,301,474.31,48,17673,1
517947,90,216.3,25,16440,1
517948,84,121.74000000000001,8,18219,1
517951,380,732.61,22,12621,1
517952,250,398.96000000000004,23,13047,1
517953,4544,2780.32,4,16754,-1
517955,2,29.9,1,13047,1
517957,154,294.22,40,14606,1
517958,46,101.71000000000001,18,13679,1
517960,162,481.74,25,14841,1
517962,150,321.42,6,12910,1
517963,211,500.57000000000005,22,14001,1
517964,163,221.62,30,17298,1
517965,124,175.08,12,14699,1
517967,131,229.44,51,18048,1
517969,103,131.01,16,13984,1
517970,690,563.1,19,17665,1
517971,105,149.55,17,15727,1
517972,94,246.0,14,17092,1
517973,158,321.78000000000003,9,16880,1
517974,669,1503.55,57,14911,1
517975,472,577.68,12,16767,1
517976,48,125.8,21,14871,1
517977,655,905.74,151,16938,-1
517978,837,993.75,73,16316,1
517979,36,54.599999999999994,3,14569,1
517980,238,395.64,25,14219,1
517982,301,313.39,13,16133,1
517983,47,158.05,6,14253,1
517985,90,145.6,29,17238,1
517992,58,145.63,10,17757,1
517994,70,169.3,6,15822,1
517995,33,89.95,9,12748,1
518003,483,315.98,9,12998,1
518004,239,352.11,19,15363,1
518005,6,35.7,1,16417,1
518006,141,410.71000000000004,19,15798,1
518007,98,220.75,10,12437,1
518008,202,379.74,19,14225,1
518009,95,253.81,15,13468,1
518010,183,314.25,17,14489,1
518011,212,246.3,17,17412,1
518012,40,254.0,4,15981,1
518013,62,146.02,9,14182,1
518014,89,95.03,7,16742,1
518015,171,248.15,15,15095,1
518016,234,353.41,17,15615,1
518052,1,334.88,1,12748,1
518055,36,116.1,10,16883,1
518056,285,365.56,22,15750,1
518058,32,103.80000000000001,3,15717,1
518059,12,100.5,12,15858,1
518060,72,90.0,1,16359,1
518061,56,107.12,22,15311,1
518062,351,737.4,41,15757,1
518063,1406,1161.18,43,14298,1
518064,281,470.14,68,17841,1
518065,398,650.64,18,14298,1
518067,766,1258.8600000000001,67,15817,1
518069,102,258.9,14,13659,1
518071,178,312.3,18,18178,1
518072,29,91.15,7,17243,1
518073,1,10.95,1,15076,1
518076,379,309.21,36,15456,1
518077,258,889.02,25,13658,1
518079,276,613.8,7,15369,1
518080,285,308.81,18,15628,1
518081,533,1108.8,18,12524,1
518086,406,379.42,21,16722,1
518115,308,596.68,97,12748,1
518133,350,791.4,38,13319,1
518134,207,215.28,13,15064,1
518135,60,131.07999999999998,5,16233,1
518136,139,301.81,16,17644,1
518139,265,359.88,20,12765,1
518140,335,468.65,20,15387,1
518141,141,176.47,8,14401,1
518145,32,66.6,4,16668,1
518146,219,468.78000000000003,43,13044,1
518147,155,203.35,7,17235,1
518148,211,277.48,54,16334,1
518150,124,132.37,15,13571,1
518151,72,182.16,2,15587,1
518152,144,122.39999999999999,2,13084,1
518153,800,1160.0,4,17353,1
518154,275,512.73,25,14256,1
518155,6,38.7,1,14256,1
518156,132,235.70000000000002,15,13155,1
518157,828,905.48,10,13798,1
518158,126,290.7,11,14129,1
518159,626,634.35,43,13239,1
518176,10,110.69999999999999,4,14560,1
518184,24,20.4,2,17268,1
518200,390,759.35,41,17581,1
518201,391,591.87,39,17156,1
518202,88,132.6,6,13089,1
518203,174,244.98000000000002,10,13089,1
518204,214,312.38,5,17389,1
518205,736,1210.8,31,13093,1
518206,1744,2675.14,31,13802,1
518215,1383,590.78,13,18079,1
518216,168,75.12,3,15403,1
518217,282,191.28,11,17696,1
518218,234,376.5,10,16174,1
518219,666,526.54,31,16105,1
518220,703,1045.94,87,14049,1
518221,252,227.16000000000003,5,18258,1
518222,96,272.48,9,14217,1
518224,134,287.1,5,15400,1
518226,35,120.55000000000001,3,13778,1
518227,361,613.38,153,15271,1
518228,471,660.39,57,13031,1
518229,940,321.52,5,17381,1
518230,506,797.62,78,14395,1
518231,187,541.2,17,12471,1
518232,474,761.66,35,18226,1
518233,50,308.7,3,17146,1
518242,72,524.4,8,15043,1
518243,211,199.45000000000002,17,14521,1
518247,300,362.74,14,18226,1
518248,190,278.76,19,17576,1
518249,123,275.45,17,13135,1
518250,292,1339.6,2,14045,1
518251,132,214.68,4,16168,1
518252,364,384.99,30,16743,1
518253,174,161.73000000000002,19,14064,1
518259,69,139.94,21,14043,1
518260,3,17.080000000000002,2,17049,1
518261,56,184.8,23,17921,1
518266,134,252.3,34,13140,1
518268,190,381.86,17,15260,1
518269,255,305.91,40,16395,1
518270,221,365.34000000000003,87,16549,1
518271,336,689.09,36,12633,1
518272,182,189.29999999999998,16,18154,1
518273,264,539.14,18,16197,1
518275,141,446.75,23,14209,1
518276,286,364.7,12,16103,1
518278,213,300.55,13,16103,1
518280,281,519.69,30,14329,1
518281,190,445.98,10,14918,1
518285,32,118.5,19,17975,1
518286,133,292.96,11,12712,1
518296,16,575.2,1,15908,1
518314,589,544.01,29,13920,1
518315,211,343.63,16,13102,1
518330,73,136.15,5,17790,1
518331,1344,1496.64,17,15980,1
518332,442,520.54,8,15980,1
518333,356,952.1,27,15808,1
518334,400,500.0,1,13953,1
518335,367,631.92,17,15856,1
518336,24,10.08,1,17389,1
518337,646,765.94,33,14849,1
518338,6,35.7,1,14849,1
518339,199,426.05,13,14040,1
518344,124,180.08,11,14139,1
518346,689,468.03,14,13929,1
518348,78,321.74,18,17646,1
518349,28,114.60000000000001,2,12971,1
518350,158,307.16,10,17001,1
518351,64,195.3,26,17377,1
518354,336,314.16,6,13199,1
518355,88,148.72,1,15488,1
518358,393,341.33,25,16571,1
518360,1044,1494.36,11,15061,1
518361,1,8.5,1,14156,1
518370,93,214.35,15,14562,1
518371,33,114.63,15,13782,1
518373,180,60.84,2,13026,1
518375,258,491.36,25,13488,1
518376,15,66.65,4,13488,1
518377,116,1145.4,3,12980,1
518378,136,169.12,2,13249,1
518379,18,29.7,1,13488,1
518380,65,136.65,21,17068,1
518381,160,105.82,22,15580,1
518382,156,311.38,15,14709,1
518383,44,95.44,7,17709,1
518384,26,93.3,4,16196,1
518385,635,777.21,16,16525,1
518386,404,828.0600000000001,65,14161,1
518387,132,186.18,27,13857,1
518388,44,147.2,14,15774,1
518389,198,151.5,22,15280,1
518391,48,121.91,11,16939,1
518392,413,854.6700000000001,12,14299,1
518393,91,161.51,23,17085,1
518394,91,198.21,53,14606,1
518395,492,751.6,21,14156,1
518396,625,804.74,12,13408,1
518397,169,282.27,33,16444,1
518398,63,153.72,8,15046,1
518399,84,135.96,4,17491,1
518400,171,351.95,8,17050,1
518401,116,395.84000000000003,24,13059,1
518402,48,195.88,9,14370,1
518403,493,676.17,38,17132,1
518404,167,257.35,40,16115,1
518405,522,974.9,21,17139,1
518406,304,398.37,51,17802,1
518407,229,303.03000000000003,21,13627,1
518408,52,239.45000000000002,12,17858,1
518409,32,52.8,4,14455,1
518410,281,307.23,18,14837,1
518411,176,460.71,71,14575,1
518412,127,198.65,39,17135,1
518413,444,411.96,4,14101,1
518414,153,194.60000000000002,25,17393,1
518415,81,127.07000000000001,9,15262,1
518417,72,152.2,9,13653,1
518418,380,845.17,39,12567,1
518419,139,260.57,5,17457,1
518420,303,382.93,22,17732,1
518421,195,305.96,5,17930,1
518422,295,431.28,8,16839,1
518423,985,206.85,1,13783,1
518426,476,343.54,26,16170,1
518427,600,869.28,14,16282,1
518428,284,380.61,20,12458,1
518431,404,699.1800000000001,28,13823,1
518432,270,555.78,37,14625,1
518433,31,36.769999999999996,2,13980,1
518447,60,201.8,10,17663,1
518451,713,1080.5,37,16180,1
518477,142,159.46,66,15013,1
518480,178,347.64,43,16470,1
518481,164,335.63,76,17841,1
518482,252,547.96,23,13488,1
518484,21,17.53,11,17841,1
518485,144,357.59999999999997,4,15595,1
518486,378,344.22,20,13989,1
518497,191,447.09999999999997,15,14911,1
518500,127,166.32,20,17137,1
518501,983,1115.58,22,15311,1
518502,36,30.6,1,13307,1
518504,10,12.5,1,14861,1
518505,87167,11880.84,45,14277,-1
518506,64,300.2,12,13092,1
518507,367,423.91,29,13196,1
518508,371,505.90999999999997,26,12412,1
518509,108,189.57,28,14498,1
518510,277,317.95,19,14631,1
518512,55,111.35,5,17790,1
518519,148,525.35,32,17482,1
518530,60,121.59,9,14794,1
518531,3,14.85,1,15283,1
518532,292,244.52,9,17838,1
518533,24,82.94,13,14527,1
518535,10,16.65,9,17988,1
518543,422,360.47,23,17314,1
518545,736,1436.48,5,18102,1
518546,203,699.35,3,18102,1
518547,384,526.0799999999999,4,18102,1
518548,164,583.8,3,18102,1
518549,300,498.0,3,18102,1
518550,400,532.0,4,18102,1
518551,600,714.0,4,18102,1
518552,108,635.04,1,18102,1
518553,484,759.84,40,16279,1
518554,412,448.52,19,17212,1
518555,194,352.15000000000003,19,14022,1
518556,372,418.65,29,15805,1
518557,134,142.16,11,15805,1
518558,64,119.2,3,15805,1
518559,142,302.5,19,13050,1
518560,199,266.93,12,12745,1
518561,263,462.21000000000004,26,17023,1
518562,108,303.6,20,13476,1
518564,150,170.8,2,14053,1
518578,192,330.6,20,17063,1
518602,13,77.35,2,16565,1
518613,422,584.23,80,16713,1
518614,167,311.13,18,13799,1
518616,251,511.15999999999997,48,15039,1
518623,400,660.0,3,15032,1
518649,378,949.62,32,13501,1
518650,106,325.44,16,13045,1
518652,63,205.4,38,14722,1
518653,94,294.84,37,16221,1
518654,25,49.5,3,17888,1
518655,361,432.67,10,17754,1
518656,90,141.6,8,13296,1
518658,25,139.95000000000002,7,13839,1
518659,48,18.24,1,17754,1
518661,45,206.29999999999998,19,16926,1
518663,231,391.9,100,14044,1
518665,372,353.88,13,14478,1
518666,1,15.0,1,14606,1
518667,1,15.0,1,14606,1
518670,12,30.6,1,14144,1
518671,96,118.14,8,13880,1
518672,66,183.33,25,17191,1
518673,11904,16483.0,89,14646,-1
518674,2,590.0,1,14646,1
518675,16,122.4,1,14646,1
518679,177,396.29,33,13421,1
518681,370,596.26,89,17799,1
518683,704,651.46,48,14913,1
518684,118,314.56,20,12662,1
518685,392,334.56,8,13881,1
518686,83,179.97,12,13717,1
518687,216,385.03000000000003,28,15837,1
518688,37,136.35000000000002,7,13594,1
518708,80,189.60000000000002,14,14693,1
518714,52,147.11,6,12600,1
518729,274,360.66,16,15985,1
518730,265,575.88,49,13097,1
518732,128,202.0,14,16632,1
518733,24,66.0,2,13097,1
518734,104,282.3,15,12771,1
518735,556,3814.1600000000003,2,18102,1
518737,540,2063.88,3,18102,1
518740,40,135.42000000000002,7,13643,1
518748,123,341.37,28,14700,1
518749,646,985.1,23,17677,1
518751,378,447.26,33,18145,1
518752,411,873.35,27,17716,1
518753,94,157.7,9,14822,1
518754,54,122.7,6,17615,1
518755,73,280.55,11,16985,1
518756,1,295.0,1,16985,1
518757,324,786.76,14,17675,1
518759,199,294.01,43,15005,1
518762,298,437.68,14,13446,1
518764,318,556.5,12,13089,1
518765,27,59.85,3,16519,1
518766,299,616.0,14,15944,1
518767,159,305.55,16,17469,1
518768,151,187.9,8,14409,1
518769,80,218.89,44,14736,1
518771,84,182.19,42,14736,1
518776,49,301.65,10,15110,1
518777,1,800.0,1,12748,1
518779,60,141.0,29,14606,1
518783,87,330.29,38,16033,1
518786,32,114.44,18,15652,1
518787,556,964.1200000000001,41,13089,1
518788,42,62.7,4,13089,1
518789,762,847.04,50,15142,1
518790,178,301.39,20,17612,1
518791,421,515.03,34,16477,1
518792,3140,2403.84,38,13694,-1
518793,52,91.4,4,14437,1
518794,216,228.96000000000004,3,13694,1
518795,185,325.35,18,14276,1
518796,304,308.52,13,16232,1
518797,12,15.0,1,14276,1
518798,182,328.18,15,16650,1
518847,608,1190.67,55,13668,1
518848,217,303.12,17,15298,1
518850,83,168.17000000000002,21,14224,1
518851,130,156.39,31,15581,1
518852,57,147.35,25,17377,1
518857,209,292.87,68,15719,1
518858,2,15.9,1,12748,1
518863,334,342.75,15,17046,1
518864,48,13.919999999999998,1,17046,1
518865,321,655.8000000000001,13,17866,1
518866,220,424.6,22,13901,1
518867,12,19.8,1,13901,1
518868,57,236.54999999999998,3,13150,1
518871,6,36.9,2,13150,1
518875,58,111.87,14,14692,1
518880,90,350.6,19,17623,1
518881,809,540.54,55,13069,1
518894,62,114.0,18,12835,1
518895,320,263.6,11,15129,1
518896,408,806.4,21,14156,1
518897,15,53.25000000000001,2,14344,1
518898,36,107.3,11,12841,1
518900,1906,2480.48,21,15061,1
518901,44,255.74,16,17243,1
518902,386,597.51,59,14461,1
518907,43,117.16,20,17757,1
518910,228,406.41,60,15984,1
518919,5,24.049999999999997,5,12748,1
518942,1,150.0,1,12748,1
518944,165,328.05,19,12937,1
518945,199,427.24,23,15365,1
518946,76,120.6,7,15365,1
518947,12,107.8,6,15365,1
518948,480,933.45,57,15874,1
518949,4,17.0,1,15874,1
518950,1126,2083.42,76,15296,-1
518951,42,107.1,5,15296,1
518959,464,737.5999999999999,17,13078,1
518960,24,102.0,1,13078,1
518963,224,493.36,22,15078,1
518967,128,326.4,1,14548,1
518970,24,66.0,1,16199,1
518972,80,271.2,1,17402,1
518975,4,6.6,1,15581,1
518977,109,70.13,15,15581,1
518980,111,338.65,21,14630,1
518982,1,295.0,1,18227,1
518983,215,217.77,17,13214,1
518985,261,446.75,47,17550,1
518989,109,150.95,8,12959,1
519000,2,9.9,1,13319,1
519001,181,222.77,22,18168,1
519004,169,117.09,14,12542,1
519005,284,419.9,121,16549,1
519006,102,154.5,16,13230,1
519007,65,125.94,15,14702,1
519008,130,215.25,25,13969,1
519009,118,329.89,23,13291,1
519010,95,113.81,21,17323,1
519011,270,314.6,20,16592,1
519012,6,24.9,2,16592,1
519013,225,379.53000000000003,23,13037,1
519014,91,151.64,7,16558,1
519025,70,176.84,11,14239,1
519028,360,267.0,13,17512,1
519029,411,472.68,35,15203,1
519030,64,166.78,8,13534,1
519037,399,567.65,30,17091,1
519057,521,412.3,17,12960,1
519087,71,188.49,5,16168,1
519098,408,293.76,1,17949,1
519115,106,167.28,22,17639,1
519120,10,13.5,3,17639,1
519121,254,289.51,26,14550,1
519122,173,401.96,46,17913,1
519124,624,1497.6,2,17949,1
519125,284,346.15,23,15255,1
519135,280,309.84,12,14872,1
519164,183,280.13,16,16190,1
519165,217,754.7900000000001,20,17865,1
519166,350,405.58000000000004,18,12676,1
519167,73,118.45,6,12676,1
519169,1,40.0,1,12676,1
519170,23,183.48,14,17515,1
519171,18,115.4,4,12484,1
519172,396,1053.74,27,14031,1
519173,77,189.85,41,18225,1
519175,85,361.29,12,17146,1
519176,312,233.39999999999998,17,14153,1
519177,1255,1735.39,90,17589,-1
519178,8,6.8,1,17589,1
519179,49,122.45,23,17238,1
519181,266,165.01999999999998,12,16600,1
519182,117,136.97,14,13561,1
519184,3393,1191.93,17,13316,-1
519186,48,75.60000000000001,4,15938,1
519188,22,129.56,11,14693,1
519192,782,904.72,40,14525,1
519194,331,623.33,68,16345,1
519197,35,158.85000000000002,5,17127,1
519198,155,345.65,31,16104,1
519199,45,126.25,8,16290,1
519200,136,192.8,10,16153,1
519201,3840,1536.0,5,13027,-1
519202,45,101.6,29,16782,1
519203,208,254.85,17,15898,1
519204,64,147.55,8,16326,1
519205,203,155.8,19,17300,1
519207,1,95.0,1,12748,1
519208,1000,1650.0,4,15769,1
519209,288,305.28000000000003,1,15893,1
519210,179,385.31,11,16631,1
519211,17,69.95,4,18236,1
519212,25,117.83000000000001,6,18236,1
519213,64,175.64,18,17377,1
519214,151,524.45,18,16043,1
519215,194,390.38,14,16841,1
519216,474,628.8,31,15641,1
519217,674,967.94,31,16873,1
519218,79,227.51000000000002,34,17248,1
519219,54,44.1,3,16225,1
519222,400,680.0,4,15838,1
519223,300,495.0,2,13629,1
519224,53,135.4,12,17071,1
519226,1,7.95,1,16883,1
519227,903,481.87,36,15789,1
519228,282,283.8,10,12583,1
519229,532,746.99,16,15311,1
519230,48,142.0,7,16756,1
519231,72,136.1,30,17372,1
519232,238,299.7,18,17692,1
519233,48,101.6,11,16468,1
519234,408,585.86,47,17618,1
519235,54,105.3,1,17256,1
519236,156,385.44,8,14051,1
519237,346,611.39,42,13715,1
519238,44,108.60000000000001,5,13405,1
519239,401,424.44,37,14996,1
519240,3,17.85,1,14996,1
519241,328,477.23,64,14415,1
519242,1456,990.48,8,16553,1
519243,149,471.15,15,12805,1
519244,336,174.24,2,16553,1
519245,178,290.86,27,14097,1
519247,212,387.6,24,16101,1
519248,126,290.7,7,13089,1
519251,482,1124.8,43,17107,1
519252,115,233.89,44,17841,1
519253,174,324.86,17,14210,1
519254,146,309.9,5,16422,1
519255,26,139.58,14,14183,1
519256,15,14.11,6,17841,1
519257,205,483.56,21,17340,1
519258,338,388.46000000000004,8,16701,1
519260,149,227.72,31,17299,1
519261,127,257.57,12,16125,1
519262,324,406.72,24,16186,1
519263,446,509.2,24,12530,1
519264,78,120.66,7,13512,1
519266,132,311.52,5,16103,1
519267,400,1020.0,1,16013,1
519268,296,533.0,16,13093,1
519275,210,429.5,3,16029,1
519276,117,296.65,18,13090,1
519279,96,202.70000000000002,10,13468,1
519338,293,366.73,24,15755,1
519339,19,144.53,4,17849,1
519341,703,1341.49,46,15050,1
519342,1,280.0,1,12687,1
519343,1402,1858.91,125,12687,-1
519344,284,226.85999999999999,16,15785,1
519357,116,188.4,12,13063,1
519369,1200,240.0,6,15008,1
519371,68,160.33,41,14606,1
519372,134,332.2,13,17157,1
519380,237,353.3,15,12921,1
519381,152,315.6,10,12921,1
519382,74,291.15999999999997,16,16278,1
519384,94,161.9,30,18109,1
519385,179,368.98,15,16168,1
519391,170,305.22,20,13050,1
519392,223,310.5,20,16625,1
519393,98,182.58,11,13728,1
519394,188,165.48000000000002,10,14011,1
519395,288,320.76,41,14379,1
519396,686,694.34,32,15039,1
519398,240,466.32000000000005,8,17838,1
519399,124,259.94,25,13001,1
519401,889,918.29,65,13564,1
519402,101,456.15000000000003,6,15854,1
519403,212,338.18,20,17700,1
519404,4144,5897.68,68,14646,-1
519405,258,419.42,5,13798,1
519406,216,215.92,9,15245,1
519407,484,792.48,35,15498,1
519408,214,413.3,10,15125,1
519409,329,515.65,37,13945,1
519410,92,305.2,12,14541,1
519411,260,376.34,29,14531,1
519419,88,176.0,7,12431,1
519428,552,750.96,4,16656,1
519434,288,500.40000000000003,6,18092,1
519458,388,145.48,2,17381,1
519460,84,92.6,5,14560,1
519462,2075,3434.61,49,17511,-1
519464,332,336.92,17,13278,1
519465,129,271.8,16,13313,1
519468,1184,2777.12,12,18102,1
519469,152,210.8,13,17430,1
519470,640,1789.6000000000001,8,18102,1
519471,147,154.05,3,17307,1
519474,600,252.0,1,14045,1
519475,386,612.54,31,16019,1
519476,403,310.15,18,14749,1
519477,471,802.13,26,13001,1
519483,247,304.47,20,13503,1
519484,134,189.16,29,16221,1
519485,81,217.91,57,17753,1
519486,399,761.4300000000001,8,16276,1
519488,385,1383.53,24,16019,1
519489,3,3.75,1,17753,1
519490,284,309.49,19,17713,1
519494,229,213.89000000000001,19,15402,1
519497,119,276.75,12,14047,1
519498,26,29.979999999999997,3,14047,1
519499,16,47.1,4,14590,1
519500,59,104.65,18,16255,1
519501,483,509.95,21,12613,1
519502,102,387.0,7,17513,1
519507,270,319.66,17,15144,1
519508,164,187.52,13,15072,1
519509,662,1056.74,49,16258,1
519512,176,170.56,6,17293,1
519513,24,30.0,2,16258,1
519514,8286,12513.68,52,14156,-1
519515,300,493.56,9,13183,1
519516,943,736.05,7,13324,1
519517,792,883.42,32,14944,1
519518,102,152.62,10,15416,1
519519,5,46.849999999999994,3,15416,1
519520,29,101.75,24,15061,1
519529,193,306.6,22,13320,1
519533,144,266.40000000000003,1,15268,1
519539,34,147.9,2,15268,1
519550,261,455.36,17,14911,1
519557,148,330.02,19,15421,1
519558,266,383.72,39,14057,1
519559,676,296.36,10,17627,1
519564,1476,1634.64,45,15310,1
519568,90,611.7,2,17262,1
519569,43,135.14,28,16891,1
519570,182,452.6,32,13593,1
519571,128,326.4,1,18172,1
519572,12,35.400000000000006,1,18172,1
519573,138,420.5,19,18065,1
519574,18,27.6,2,18065,1
519575,254,464.02,16,18215,1
519576,764,939.44,33,13381,1
519577,97,158.93,27,14037,1
519578,108,251.04000000000002,24,17792,1
519580,180,307.06,18,16675,1
519582,34,80.7,4,16638,1
519583,9,46.75,3,16638,1
519584,106,159.5,11,13719,1
519585,132,250.0,16,18241,1
519586,681,864.91,51,15764,1
519587,334,399.18,16,13082,1
519589,2,5.1,1,15885,1
519590,189,533.36,18,14680,1
519591,49,162.41,22,15972,1
519592,314,613.33,34,12474,1
519593,1,18.0,1,12474,1
519594,105,366.9,27,16769,1
519595,163,393.25,14,17492,1
519596,237,467.16,19,13668,1
519599,99,244.75,16,17075,1
519600,155,338.94,56,15353,1
519601,207,349.65000000000003,9,17873,1
519602,342,473.22,14,18226,1
519604,220,486.9,12,15144,1
519605,10,63.5,1,15144,1
519606,1090,1666.92,32,16180,1
519607,374,1058.56,130,14505,1
519609,289,347.4,71,17585,1
519610,1145,1448.57,136,15494,-1
519611,239,393.40999999999997,30,16984,1
519612,112,432.96,60,15154,1
519613,133,659.03,41,15154,1
