Description,6 RIBBONS RUSTIC CHARM,60 CAKE CASES VINTAGE CHRISTMAS,60 TEATIME FAIRY CAKE CASES,72 SWEETHEART FAIRY CAKE CASES,AGED GLASS SILVER T-LIGHT HOLDER,ANTIQUE SILVER TEA GLASS ETCHED,ASSORTED COLOUR BIRD ORNAMENT,ASSORTED COLOURS SILK FAN,"ASSORTED FLOWER COLOUR ""LEIS""",ASSTD DESIGN BUBBLE GUM RING,BAG 250g SWIRLY MARBLES,BLACK AND WHITE PAISLEY FLOWER MUG,BLACK RECORD COVER FRAME,BOX OF 24 COCKTAIL PARASOLS,BOYS ALPHABET IRON ON PATCHES,BROCADE RING PURSE ,COLOUR GLASS T-LIGHT HOLDER HANGING,COOK WITH WINE METAL SIGN ,CREAM HEART CARD HOLDER,DISCO BALL CHRISTMAS DECORATION,DOLLY GIRL LUNCH BOX,FANCY FONTS BIRTHDAY WRAP,GIN + TONIC DIET METAL SIGN,GIRLS ALPHABET IRON ON PATCHES ,GRAND CHOCOLATECANDLE,GROW A FLYTRAP OR SUNFLOWER IN TIN,HAND OVER THE CHOCOLATE   SIGN ,HANGING HEART JAR T-LIGHT HOLDER,HANGING HEART ZINC T-LIGHT HOLDER,HANGING JAM JAR T-LIGHT HOLDER,HEART FILIGREE DOVE  SMALL,HEART OF WICKER LARGE,HEART OF WICKER SMALL,JAM MAKING SET PRINTED,JUMBO  BAG BAROQUE BLACK WHITE,JUMBO BAG OWLS,JUMBO BAG PINK POLKADOT,JUMBO BAG PINK VINTAGE PAISLEY,JUMBO BAG RED RETROSPOT,JUMBO BAG SPACEBOY DESIGN,JUMBO BAG STRAWBERRY,JUMBO SHOPPER VINTAGE RED PAISLEY,JUMBO STORAGE BAG SUKI,LUNCH BAG  BLACK SKULL.,LUNCH BAG CARS BLUE,LUNCH BAG RED RETROSPOT,LUNCH BAG RED SPOTTY,LUNCH BAG SPACEBOY DESIGN ,LUNCH BAG WOODLAND,LUNCH BOX I LOVE LONDON,MEDIUM CERAMIC TOP STORAGE JAR,MINI PAINT SET VINTAGE ,MULTI COLOUR SILVER T-LIGHT HOLDER,PACK OF 12 HEARTS DESIGN TISSUES ,PACK OF 12 LONDON TISSUES ,PACK OF 12 PINK PAISLEY TISSUES ,PACK OF 12 RED SPOTTY TISSUES ,PACK OF 12 SUKI TISSUES ,PACK OF 12 TRADITIONAL CRAYONS,PACK OF 12 WOODLAND TISSUES ,PACK OF 6 BIRDY GIFT TAGS,PACK OF 60 DINOSAUR CAKE CASES,PACK OF 60 PINK PAISLEY CAKE CASES,PACK OF 60 SPACEBOY CAKE CASES,PACK OF 72 RETRO SPOT CAKE CASES,PACK OF 72 RETROSPOT CAKE CASES,PACK OF 72 SKULL CAKE CASES,PAPER CHAIN KIT 50'S CHRISTMAS ,PAPER CHAIN KIT VINTAGE CHRISTMAS,"PAPER CRAFT , LITTLE BIRDIE",PARTY BUNTING,PINK BLUE FELT CRAFT TRINKET BOX,PINK CREAM FELT CRAFT TRINKET BOX ,PLACE SETTING WHITE HEART,PLEASE ONE PERSON METAL SIGN,POPCORN HOLDER,RABBIT NIGHT LIGHT,RED  HARMONICA IN BOX ,RED HANGING HEART T-LIGHT HOLDER,RED TOADSTOOL LED NIGHT LIGHT,REGENCY CAKESTAND 3 TIER,ROTATING SILVER ANGELS T-LIGHT HLDR,SET/6 FRUIT SALAD PAPER CUPS,SET/6 RED SPOTTY PAPER CUPS,SET/6 RED SPOTTY PAPER PLATES,SINGLE HEART ZINC T-LIGHT HOLDER,SMALL CHINESE STYLE SCISSOR,SMALL POPCORN HOLDER,SPACEBOY BIRTHDAY CARD,SPACEBOY LUNCH BOX ,STRAWBERRY CERAMIC TRINKET BOX,SWEETHEART CERAMIC TRINKET BOX,VICTORIAN GLASS HANGING T-LIGHT,VINTAGE HEADS AND TAILS CARD GAME ,VINTAGE SNAP CARDS,WHITE HANGING HEART T-LIGHT HOLDER,WOODLAND CHARLOTTE BAG,WORLD WAR 2 GLIDERS ASSTD DESIGNS,WRAP PINK FAIRY CAKES ,ZINC METAL HEART DECORATION
MEDIUM CERAMIC TOP STORAGE JAR,0.0029532122376363986,0.0016749213071619194,0.0027317765184624934,0.0022680030719327265,7.780993175622063e-05,0.0003972066271951161,0.00030549398455861833,0.0036443653497297748,0.0010789157870909993,0.0003138189984699447,0.00010040999897068782,1.5739663513413017e-07,0.00021232711213727337,0.0015918344857164162,9.936967568359209e-05,4.333324651359236e-06,0.0014482299078134415,0.00650572239951575,4.21848797955439e-05,0.00048688144521619203,0.002178375031147903,0.005892889819034597,0.0002199560796555258,6.676236351901142e-05,0.0013422803514502744,0.00021614619995568606,0.0006542338674432253,0.003276300628419844,0.0014686565716463054,0.002276228281647961,0.0012801135122770674,0.000499809991508927,0.0002054111143929454,0.003388114474713496,0.0006936033310265553,0.0006793941488984461,0.0007395406445868453,0.00283633948891611,0.0013991138412418008,0.000709169072774274,0.0006113824988230081,0.0019178094815555543,0.0015640849881700945,0.0011128122498156481,0.0024147177300502315,0.002704827859488637,0.0028716924526853782,0.0021778488971730793,0.0018565776043495286,0.0031886566364371085,0.9999999999999999,0.0023482515000955383,0.0004388564387579782,0.0004142231528528077,0.00048809693156256893,0.0009482691040107408,0.00017386677351435888,0.0010579160384309365,0.0034613646622017502,0.00014489628543648607,0.000747926788165849,0.0021704784086801652,0.005228814788108965,0.0028716722091932834,0.005383603612828191,0.0033396269142123,0.0004344994640187345,0.0005356368810103543,0.0009830623440741687,0.0,0.0018772069403004833,0.00030924455557668256,0.00043387023756961935,0.0011098923522893248,0.0030202658003750035,0.00043839880060794534,0.001623772122643448,0.0007246064295387798,0.0005389047521172024,0.0015600252029841198,0.0022367286757959417,5.6815480283575474e-05,2.953905378020089e-05,0.0007695247295776487,0.0006304825927233096,0.0014475560360891154,1.3545985497276751e-05,0.000815232617545962,0.0038306856904767117,0.0029524059424993455,0.0007001353733900853,0.0008416276144739611,0.0005475368538078549,0.000937437745203637,0.0019637956990037246,0.0010590713722018101,0.0018610323066559757,0.00016823938739451747,0.004492048020201737,0.0013958144971723313
MINI PAINT SET VINTAGE ,0.2632071888143702,0.31773976589956915,0.24026637974360499,0.16353239766313893,0.030691611664381467,0.1169381855320901,0.07660078037416568,0.24519160759358696,0.07180869788173523,0.025936387864041625,0.027395065551260554,0.002044713241848799,0.016982309603187525,0.13132599189465594,0.031165439042389553,0.056430151234002995,0.1283607559881093,0.10120419275321885,0.0026155169436095616,0.01035076491329439,0.4316104116954133,0.008285396569296048,0.0080799307836257,0.002504875235087592,0.008593270326536529,0.006788634447603925,0.020396876136219416,0.13706524905504422,0.24074639219427313,0.17065149468286392,0.2979168391615166,0.011380069148834562,0.017866115573013874,0.41176951825257163,0.020165272020974866,0.06187486252535567,0.05807860776324156,0.12962103189926732,0.11102564393525957,0.13688417086021518,0.046542755246866636,0.09343017058569357,0.030704435440754612,0.11926175911638907,0.17166202964986702,0.28133543556319807,0.2343239439571317,0.38417917721058453,0.2523512500399284,0.3191416680234404,0.0023482515000955383,1.0,0.012593102900081116,0.030124729817304307,0.20725992478570965,0.021069866967498078,0.007422148616441254,0.0027060003501480053,0.5077696606686778,0.020022486855240402,0.18312965508873105,0.1250177169090948,0.18277961724228536,0.5031781658316399,0.30750691040542855,0.38131261507566955,0.1325053988131869,0.06560911529913335,0.06643285528388784,0.0,0.10255475295347115,0.05998417908903557,0.0907523312346116,0.08856947142922726,0.10042252746933811,0.015178695069752828,0.3602710285450696,0.10231616265275308,0.022837682043989713,0.3232094730738578,0.20137564539859995,0.037445220259065964,0.008961795884456005,0.22650207320652158,0.20889036604297578,0.28879483024580255,0.00012271122560098533,0.02764818928993197,0.3470638979114239,0.4225992190566665,0.030182168435761436,0.02526137646457331,0.011164709039480226,0.3010367603086376,0.27630522689757714,0.1442075281037565,0.3413946654108061,0.15890010698789206,0.09566203006208346,0.28363948076504425
MULTI COLOUR SILVER T-LIGHT HOLDER,0.02733423691690527,0.039234970190699416,0.030851328772133955,0.022497344197730716,0.02298276529102188,0.11722823696569974,0.01721269634396138,0.010327219080915665,0.011608654246481205,0.017577679518251964,0.0025647543589485435,2.5177263446472106e-06,0.01022514323723253,0.039219540770852254,0.005933490969646013,0.0008721215682587174,0.062251607240986155,0.026614234241821452,0.0027469125416973673,0.012070741586308737,0.005692014121746053,0.008099529378799994,0.009008916173198715,0.005961984712803084,0.01132451715301549,0.003547404813620228,0.01272405356489817,0.06946206662272807,0.02843699402452896,0.0401490601718168,0.012340624461592078,0.0059042342507631225,0.010530159453560029,0.02682542626425909,0.03403016004507349,0.01464574788201866,0.022174569484263464,0.02657773165520318,0.022244908569509416,0.013784015273666605,0.016849671496697263,0.05776280693154101,0.05082796185977389,0.028932783798186056,0.027380733671832004,0.0406373085406665,0.03261547710441778,0.02194887477092881,0.02048243835745439,0.008866518174413461,0.0004388564387579782,0.012593102900081116,0.9999999999999997,0.005688939342627916,0.042039846296846754,0.0031779438734054234,0.0017461672604106684,0.002627188870344958,0.034945401107459674,0.0015485006968938445,0.028168901031273175,0.017527318890479156,0.01685099185895697,0.02229461784306864,0.03137753765371891,0.01614950418947539,0.009290484029408531,0.01924986341192013,0.03271102834741043,0.0,0.028502203872113833,0.00374635475655737,0.010881383943033018,0.014508800085834241,0.03114714180983201,0.006728094185888466,0.05300763348691424,0.004062136921602549,0.017401838725232415,0.008263482237455452,0.030371975019545312,0.002805289522124114,0.0005480612178709962,0.0037201771545419347,0.0034303703447624563,0.015287496724377762,0.0004113789031031579,0.009869487355353422,0.008875551974407031,0.004995249836227411,0.023798758053217,0.027662492319779214,0.022418526702913357,0.05156659124561994,0.03371154842168389,0.022302829701619765,0.018747443235624175,0.00505056323771474,0.005233936149545968,0.01794153344871277
PACK OF 12 HEARTS DESIGN TISSUES ,0.048957230526564664,0.046335716838460904,0.04816567149128423,0.047175423485330735,0.007676147377463602,0.005279762365238624,0.01016585409572561,0.004040872485951886,0.025323044211194436,0.010999646320271108,0.0020891824425882423,3.7825176729832015e-06,0.0009314900928449883,0.032685529285584804,0.0032016087265689325,0.0005566794274956528,0.02931550447002691,0.03945228751064842,0.0012606743845358112,0.012085774918014961,0.057835796177782665,0.007233090224297461,0.00482438673908793,0.002804935241356679,0.0064404174759920855,0.0019715349821625484,0.011024091683223148,0.04855886107942942,0.04875599462051348,0.032765723380415265,0.05515738205406906,0.003753393175886903,0.007290793761344913,0.04702233694584234,0.00824048604696264,0.011742406810080213,0.011291146799464425,0.024447784189818314,0.020882391414503033,0.024803633182560948,0.011799261399216294,0.02961480612732528,0.010366844643829393,0.02939641142135644,0.04738483325039612,0.05551771813160617,0.06747749033207996,0.057259877930520287,0.04677916862028386,0.006598202587417729,0.0004142231528528077,0.030124729817304307,0.005688939342627916,1.0,0.23341460086922372,0.9813849979148904,0.9873846623383561,0.974464954966241,0.06782282868353354,0.9849997290793351,0.028603056146146177,0.03982376539435727,0.0299105458901068,0.05980924567452026,0.05701775475058016,0.04855561923444499,0.0289476708132407,0.014961652407331551,0.024822005039000856,0.0,0.024969798134069437,0.01211964357211187,0.019961301641560764,0.028752877274733916,0.04085974035144042,0.007812113575706518,0.0446646835750485,0.004376765393942318,0.014589009947371737,0.04775004331850577,0.027534627536690087,0.0011968904915341937,0.001838998096440167,0.017130147639887787,0.019009517583945396,0.052522630797729966,3.8279297460366374e-05,0.012093367369224338,0.05522522328908596,0.055435806298241484,0.015769537484509016,0.011532897466573069,0.008121977685273327,0.012848731246698502,0.02795332239313324,0.035265312902673755,0.054931875970176874,0.0034909277267429154,0.0073878616829953616,0.051861904011591485
PACK OF 12 LONDON TISSUES ,0.022286722293409066,0.009652917017573717,0.006742710369388021,0.005693311374228286,0.0073041089067148405,0.004241775477505391,0.010908017519963481,0.23028039330303082,0.0029788766421349534,0.012651319264797187,0.00036360540921463345,9.000997992833525e-07,0.0018611562007511955,0.011170208888720851,0.054618530663821864,0.0003655844740617578,0.007109094865367792,0.040371411775744444,0.0009332968541539097,0.010780687361120327,0.003973697199144634,0.06637443591501374,0.002245951229542268,0.0007440901536145228,0.0005132267851821964,0.001062187977746613,0.0024717670758256766,0.011335067148846224,0.006086497590686679,0.008707603169487828,0.0016510044336240297,0.004891951897105631,0.0010153616263033406,0.008129300908359385,0.015398798198991594,0.010032774191035898,0.011221482505248577,0.027180425359645113,0.014860407525458991,0.00756637029034247,0.00961210384327413,0.0206052577324691,0.02191713885960322,0.011478437894257749,0.008200264590505116,0.012679555621924247,0.01606359238908423,0.013840845027775089,0.0061738004261577915,0.5112947219740007,0.00048809693156256893,0.20725992478570965,0.042039846296846754,0.23341460086922372,1.0,0.23917681562034043,0.23367426486097395,0.24339617625528537,0.008086355563439316,0.23422762106753306,0.0067971064332713466,0.0021569092046349304,0.04410344737433126,0.052981081437451824,0.03341440268742859,0.02325198824402683,0.007640569222326105,0.0041311367942021854,0.009249653142705242,0.0,0.022892130614511334,0.0012900264786923992,0.004028880522731232,0.0027531278727853134,0.003536099967333719,0.0036366281936602877,0.013789000451111791,0.003503606435423306,0.009011860392218261,0.005182966456349089,0.01335555392281852,0.0002558791099606913,0.00020202699629320736,0.008314371258248812,0.007278413541100022,0.001061351881128217,1.7693982994980446e-06,0.0037030483857543968,0.03205608314587366,0.017104485554708407,0.009456159280770194,0.006532248346363532,0.00437573497796794,0.32028486484713464,0.3688158048932086,0.009045882275775413,0.002704529297687004,0.09734865937070174,0.051068849652431685,0.0010967232792336102
PACK OF 12 PINK PAISLEY TISSUES ,0.029082716443488605,0.014757028281370982,0.026295925966747322,0.020828298331155997,0.0015979030777513383,0.0023210853517369985,0.0037363309308203006,0.052363286495853555,0.01121759690199782,0.003397131567902388,0.0014028535416534035,6.145106610803241e-07,0.0017617087690703782,0.0147668652916987,0.0022539206787873956,0.000266775629749795,0.009953484551770553,0.08088072509175168,0.0007494826264739623,0.002559832168504811,0.01047700990850128,0.08560455318299039,0.002170797352371379,0.0015253284862459476,0.0015151779076711459,0.0018369129224602985,0.006828190240134511,0.026199015625279903,0.0076668567652582245,0.022166390271922694,0.0017646187664057545,0.006861139896650735,0.0021130905192533094,0.026083298305233454,0.0015674667935409116,0.0033041029195509937,0.001345213084622137,0.028843171652624167,0.009112158881249045,0.0005502458159655925,0.002572321501412785,0.011886548315621612,0.005597317157695418,0.005019619084791315,0.018368442361913033,0.01618233679329408,0.026203654619494577,0.012675939336594617,0.009765960024617895,0.044188460483147556,0.0009482691040107408,0.021069866967498078,0.0031779438734054234,0.9813849979148904,0.23917681562034043,1.0000000000000002,0.9920014360455733,0.9939873805001629,0.029801750930867052,0.9909467821101368,0.00880819833016946,0.019419082045872296,0.0687814828564187,0.021538509550187865,0.06250797500763977,0.032109126218556605,0.0030159009116171582,0.005198735073243084,0.012699001308054325,0.0,0.017337373579235853,0.0015431496732135651,0.0044809109479090024,0.009519807086894167,0.03028645155790975,0.004436440997475797,0.007418312513275063,0.008497716150136142,0.006818972227016422,0.003878779579898158,0.0255879232064907,0.0003072557256488207,7.013088812085646e-05,0.006765441911635011,0.004936320206342697,0.0019368664868595028,0.0002488056313951849,0.007878082461716097,0.03902098218644566,0.02274680850252062,0.01114419665140203,0.006063322968179924,0.007302261919192966,0.008726615637623695,0.02016187922857111,0.009316467128775614,0.002418625258642224,0.0015711214582867054,0.0653097194400695,0.002582312667245859
PACK OF 12 RED SPOTTY TISSUES ,0.0062686095607514996,0.026087908465529358,0.019492564094249827,0.02213666274195797,0.0010722429119499927,0.0014368758014305203,0.004192561356057916,0.001315713730639712,0.007813840584469612,0.002139164932842347,0.003364094120733133,1.2214870085900844e-06,0.0009229171496614303,0.011478221767640056,0.0020921797166727667,4.935245364026515e-05,0.006404915014506152,0.020796440038434692,0.0006109634154675802,0.0012372047396456212,0.0039497583750980145,0.0017858344607911097,0.001331265532659353,0.002066782944934541,0.0005981758790195828,0.00034489906027791614,0.003579980536024028,0.017430098007927605,0.005738926571558846,0.015774525561050773,0.0009527646423130333,0.0005767509419680627,0.0011964345360441174,0.018354811905370434,0.0010648891863880058,0.0013125534624800915,0.0012381161748773778,0.0034948796383813567,0.0017323936687686325,0.0011198074874089472,0.002146056958270367,0.01026483543791467,0.002526336284987469,0.004898312638240215,0.014250401861437119,0.011291138174395716,0.031086297432447868,0.006351780710981741,0.006808944588545057,0.0007711890042360548,0.00017386677351435888,0.007422148616441254,0.0017461672604106684,0.9873846623383561,0.23367426486097395,0.9920014360455733,1.0000000000000002,0.984463567060474,0.020256656139518454,0.9952742812017846,0.008648487628630344,0.015453461304038013,0.014555575915894743,0.01310588489228908,0.0279746414703329,0.00980434690256751,0.009902386778933674,0.008467994567295611,0.024512428006069623,0.0,0.011762813454181197,0.0008200541272380607,0.001314106427363314,0.006638744542588431,0.024976328845432275,0.0023431872795301274,0.0032909975445759437,0.006446136334100333,0.004126737087573215,0.0029246383908846747,0.008453671194721487,0.00024137401746057472,0.0007067846777547018,0.0023322599808575863,0.0020030812311539704,0.0012942802351530837,0.0002962769969806384,0.0047902646038365995,0.0029033034192056297,0.0031180994814939025,0.0053561637631086585,0.004363284788543893,0.0024461661901421443,0.005216305332417636,0.013352326135217363,0.005778605803386902,0.0023817675797835947,0.0013828550485339409,0.001612108783463363,0.0017550226505791413
PACK OF 12 SUKI TISSUES ,0.03403182888683355,0.011247013858107908,0.008146400939635161,0.0063598758875921015,0.0010818450555385739,0.0014643237494847544,0.004220755596061304,0.08813353266436005,0.003834975106038348,0.008274136745879655,0.0005586702975814147,9.035477210073853e-07,0.00039148994577256456,0.015302718574719893,0.0014211206927105275,0.0005331075693529174,0.005432153028534511,0.08711933891975258,0.0008106211187652686,0.00452641204963265,0.001317780892357709,0.13784709867420336,0.0019939831590188874,0.0013846677025341676,0.0011765096177748335,0.0019185277569992558,0.00323438328710137,0.011866679447395305,0.006222975940351337,0.007429748119392351,0.0016581751721948406,0.010167186874163422,0.0017166593043096946,0.005228627521589632,0.011198894325983744,0.009278710374344907,0.005714691694554269,0.04449759112346836,0.018600684026373413,0.004777660372777427,0.0065326349289664245,0.015835089804603655,0.019618150880007477,0.006845653050512884,0.006540324661328076,0.007583803663865903,0.008747394859611068,0.007389445682737989,0.004288143589345243,0.0701526490050497,0.0010579160384309365,0.0027060003501480053,0.002627188870344958,0.974464954966241,0.24339617625528537,0.9939873805001629,0.984463567060474,1.0000000000000002,0.008562333667672043,0.9851359731005926,0.005718215527415423,0.0037632131155350317,0.08674941292459233,0.005450644271111356,0.06410957366851569,0.04037352221303213,0.005087113935475539,0.004293043894755999,0.00723694517632414,0.0,0.011473566158086266,0.001012809353850623,0.0026181566104515716,0.0030815854738585656,0.005987950214677747,0.0024912887745138453,0.0006929275861438092,0.004022831650797694,0.0068296347246685285,0.0011535701540723847,0.025036770195996982,0.0005151613235405768,0.00023785812528957843,0.0017605030895645063,0.0017592585205424744,0.0018794981629954748,0.00032791946577630205,0.002805470426326472,0.05696576197795388,0.02453559157537699,0.007317191369909625,0.005225843399636582,0.009036050352781948,0.0025063243296234413,0.0059455489143559,0.007187456609157597,0.0026663992693508167,0.0022686322843502352,0.10422167482773383,0.001605301139465133
PACK OF 12 TRADITIONAL CRAYONS,0.4292231145718193,0.3419570036145181,0.40979084408001265,0.3259794079878769,0.012232300441708376,0.01925103683541367,0.06785446596327566,0.08144562817190801,0.14395011235954477,0.050373227852405944,0.030051561463091587,8.445261312697173e-06,0.004371202174895214,0.14483582570213513,0.01171082794275749,0.0014168817002793831,0.2513294142947262,0.3138496340075096,0.008264454310230242,0.05313053059838355,0.5827284785235994,0.02452096721350728,0.02574415372663421,0.007819336639162294,0.020058694385485337,0.014770330338440217,0.06658257164273482,0.3636505520021665,0.4561600242775197,0.24267895518756974,0.5139803614338246,0.02105131611664903,0.038581103289332536,0.5043445716247306,0.05890528886491856,0.11642782215608573,0.10138373058096438,0.225882125823283,0.2013001263176762,0.2520920018441323,0.10839955560051133,0.25173503779085005,0.08374215727218444,0.20083779739980923,0.3785861898800357,0.4724075688160612,0.5017295514748762,0.5110715182830643,0.4207723178101219,0.05675256055913433,0.0034613646622017502,0.5077696606686778,0.034945401107459674,0.06782282868353354,0.008086355563439316,0.029801750930867052,0.020256656139518454,0.008562333667672043,1.0000000000000002,0.012335595803499001,0.24481133621949014,0.3011950593859262,0.2617825325296463,0.6286183599723375,0.4632072102606597,0.4833572690277186,0.14039136511432296,0.1018582856541364,0.15922858483110525,0.0,0.2078735933348842,0.10518229276198492,0.15171666764002142,0.1908454820139323,0.3074109191166019,0.04611667038760999,0.5871185213477929,0.052674114608957164,0.06663762964683494,0.47654852272761916,0.22307030884169254,0.008908463665581092,0.015745800243416156,0.14994359143424688,0.16254063316628656,0.49833539315090847,0.0006650254667650524,0.08505236464485438,0.5257123060432924,0.5595950157141516,0.09483821565054991,0.07185205484076382,0.029625158297187003,0.1451119994585632,0.2337917982605038,0.2845388733824957,0.5242071203205094,0.08115435691804608,0.021479209420509224,0.4936412796544374
PACK OF 12 WOODLAND TISSUES ,0.01423598145005962,0.011233178273324094,0.007884444654581756,0.005375041605163966,0.001342215728921175,0.0020363020996000485,0.0042821185518090756,0.004436988766591165,0.004951480376395071,0.01545335161795352,0.0006388620617705057,0.0,0.0010709045235414985,0.01378172205954712,0.0015435732037846592,0.00018703911712560537,0.004140640689164971,0.0036476071436356903,0.00023656192339979043,0.003028696667433053,0.016939121470410125,0.0018565887550104502,0.0012389347826801552,0.0016731356935946833,0.0013503554414122355,0.001987153782897958,0.002172322407493651,0.006876268223255238,0.01041337540235907,0.004809384470458189,0.010387842923043225,0.0012053805417976328,0.0017449260594832308,0.014937557653090064,0.001575594444329678,0.0029668779743717713,0.002479146371623975,0.0052891692921722645,0.00481140103632115,0.005116921431405682,0.0021368621786374904,0.004514315336204026,0.0032143065795459283,0.008007747047892642,0.007830306108589487,0.01376548454085303,0.00972484644078875,0.020340308798686705,0.013123646625640828,0.0035391571633022288,0.00014489628543648607,0.020022486855240402,0.0015485006968938445,0.9849997290793351,0.23422762106753306,0.9909467821101368,0.9952742812017846,0.9851359731005926,0.012335595803499001,1.0,0.007924841228009445,0.004847796709248784,0.005408643819586132,0.014587436244659387,0.008141772145259156,0.011444050303996511,0.004822079135100981,0.004104717309729293,0.0071002388549007735,0.0,0.007830511230556628,0.0026913781961911652,0.0037852598353916357,0.004936691624367287,0.0037630198005743913,0.001741421463967943,0.015407499107269894,0.004677560717021281,0.0042977250460874495,0.014037856818060359,0.008801001634552493,0.0003789390434213801,0.0006954039759898017,0.00960107524701067,0.007690540190185459,0.010551949258499043,9.898151157452087e-05,0.0020600969163339,0.01664753456666738,0.0162195898686284,0.002145450172819271,0.0019000308151165774,0.002813217236547179,0.004670115695299996,0.005844726245672295,0.007308581503416228,0.014876163342426953,0.002523806088272368,0.0024306130917457324,0.01082390503886358
PACK OF 6 BIRDY GIFT TAGS,0.37801440991255153,0.2696219648547125,0.10237364489852525,0.07168062872721251,0.020471488252416147,0.480006923400034,0.27027087238515646,0.023696156650093645,0.05889850958224389,0.03589731877126965,0.010301931967924755,0.008146917899454428,0.010395220628144235,0.4275908038746738,0.007090698368743571,0.002138688837001372,0.16781047936089166,0.044397802774664846,0.00876378313243593,0.22801392528803247,0.3743588839509137,0.054321916845854704,0.04111560059302787,0.0057914673248584975,0.016362077238893272,0.01124324697434946,0.0760642965870611,0.1033235005342417,0.3864573801344121,0.46463242950356237,0.29206949317895403,0.0145934384897597,0.02917683226527333,0.18712414299749075,0.03835462853892381,0.06385790281753702,0.12320909503440096,0.18588885524763238,0.19703841981774875,0.22498825765909655,0.1156263604426391,0.279503129607312,0.1752003100460632,0.17052330450726938,0.18476689270549776,0.29005682221075135,0.2398569357768042,0.352645194319794,0.2315212843841025,0.35223280527329204,0.000747926788165849,0.18312965508873105,0.028168901031273175,0.028603056146146177,0.0067971064332713466,0.00880819833016946,0.008648487628630344,0.005718215527415423,0.24481133621949014,0.007924841228009445,1.0000000000000004,0.09695064812000526,0.06504890251809942,0.23032019046325816,0.21229994067194405,0.28668551462347547,0.06375354925758801,0.2747864220455279,0.23925048817963096,0.0,0.18584281062685992,0.06299422230553597,0.09282792952150301,0.11145384305379642,0.06510598761280412,0.054552290315345905,0.2423360752269869,0.008401653069140577,0.04243440775484181,0.25899108144212885,0.4572282574890191,0.14068344691033377,0.015635369445676412,0.13861169022948666,0.13904403886340935,0.27873886169547074,0.00031000083762104,0.0602818819148955,0.3455922350680047,0.40272455606267704,0.06832519344670988,0.02276809996089934,0.030208490006003924,0.046760666715436626,0.06141179093833411,0.21908592596804757,0.42432921116440964,0.03881062153568507,0.37875737827943823,0.27446598810237227
PACK OF 60 DINOSAUR CAKE CASES,0.16777913833595307,0.16838370728657462,0.942792021709888,0.9548888971358838,0.00376101401138889,0.009834704031717321,0.03200597147885978,0.007826234149502034,0.09567196243333997,0.02256544812906696,0.007382369313217445,2.289356291671663e-07,0.0013811795342092246,0.11345795472323769,0.013036429088141274,0.0018668270109692537,0.1337091190293755,0.23201290989922735,0.0032087435829706535,0.06291080667228334,0.20655466415369889,0.010112539287870394,0.013930462534005825,0.01504536897976716,0.00795170805452239,0.004720021821320401,0.04658905846362821,0.20965991525593125,0.16389344463055308,0.16946727507873247,0.16767721529136229,0.007672964173310886,0.015266526069785659,0.2518044058852654,0.02293807602109244,0.042538779187539406,0.049849318559776847,0.10448390731951564,0.08340317633663362,0.09489614425234862,0.05385904115065779,0.14236910506205927,0.07512348205936559,0.11108468591520429,0.2167143587408396,0.23110527587416488,0.29271940177961486,0.19067317377914134,0.17927675217857864,0.02276476521376654,0.0021704784086801652,0.1250177169090948,0.017527318890479156,0.03982376539435727,0.0021569092046349304,0.019419082045872296,0.015453461304038013,0.0037632131155350317,0.3011950593859262,0.004847796709248784,0.09695064812000526,0.9999999999999999,0.6771867980568562,0.3724793430189724,0.7635880038220277,0.7761843138242143,0.8428869148345645,0.050919356188052996,0.07526912140290731,0.0,0.14032219026497197,0.05474695648311992,0.051082448914559764,0.09529089098170133,0.2281777254228704,0.03030011425713072,0.13840435310265398,0.021122844161802302,0.035928099387491565,0.15766001358283727,0.1072109176618125,0.003573936447053288,0.005821089522436165,0.05792659451148009,0.06227709753831661,0.166283794835515,0.0006790347925232106,0.061318832756284296,0.17648190910509343,0.19411865626312325,0.06202063376745517,0.051820317844216764,0.01093879554283792,0.052746638582734755,0.13613092379861463,0.11151716231082477,0.18583041585280927,0.012681881878801664,0.01410633510857628,0.16545468346909623
