Customer ID,Recency,Frequency,Monetary,Cluster,Segment,AvgOrderValue
13754,152,3,447.05,1,Regular,149.01666666666668
13755,4,9,2161.35,1,Regular,240.14999999999998
13756,2,23,9207.5,1,Regular,400.32608695652175
13757,675,1,195.55,0,At Risk,195.55
13758,12,15,9416.98,1,Regular,627.7986666666667
13759,33,2,659.4100000000001,1,Regular,329.70500000000004
13760,54,5,1363.64,1,Regular,272.728
13761,50,6,1952.17,1,Regular,325.3616666666667
13762,219,5,2472.48,1,Regular,494.496
13763,63,3,5217.44,1,Regular,1739.1466666666665
13764,71,6,2953.26,1,Regular,492.21000000000004
13765,653,1,352.821,0,At Risk,352.821
13766,495,1,190.35,0,At Risk,190.35
13767,2,73,35540.53,2,VIP,486.85657534246576
13768,727,2,875.97,0,At Risk,437.985
13769,2,20,5800.42,1,Regular,290.021
13770,422,4,785.37,0,At Risk,196.3425
13771,64,9,5728.82,1,Regular,636.5355555555556
13772,34,8,3114.2200000000003,1,Regular,389.27750000000003
13773,397,2,301.54,0,At Risk,150.77
13774,82,1,345.0,1,Regular,345.0
13775,591,1,1049.66,0,At Risk,1049.66
13776,428,2,623.98,0,At Risk,311.99
13777,1,61,56478.42,2,VIP,925.875737704918
13778,103,4,1124.49,1,Regular,281.1225
13779,516,1,161.13,0,At Risk,161.13
13780,7,3,735.82,1,Regular,245.27333333333334
13781,251,3,778.83,1,Regular,259.61
13782,13,13,1793.72,1,Regular,137.97846153846154
13783,488,4,1542.09,0,At Risk,385.5225
13784,10,14,2910.23,1,Regular,207.87357142857144
13785,429,4,542.49,0,At Risk,135.6225
13786,367,6,3358.94,0,At Risk,559.8233333333334
13787,76,6,1222.5,1,Regular,203.75
13788,505,1,3.75,0,At Risk,3.75
13789,388,1,239.46,0,At Risk,239.46
13790,4,1,348.79999999999995,1,Regular,348.79999999999995
13791,128,2,1516.0,1,Regular,758.0
13792,66,3,383.95,1,Regular,127.98333333333333
13793,647,1,96.0,0,At Risk,96.0
13794,547,1,126.03,0,At Risk,126.03
13795,388,4,836.3,0,At Risk,209.075
13796,499,1,289.7,0,At Risk,289.7
13797,437,3,1179.45,0,At Risk,393.15000000000003
13798,1,110,75836.87,2,VIP,689.4260909090908
13799,117,9,2803.57,1,Regular,311.5077777777778
13800,310,3,1679.56,0,At Risk,559.8533333333334
13801,67,1,324.8,1,Regular,324.8
13802,139,19,26259.11,1,Regular,1382.0584210526315
13803,255,3,1338.91,1,Regular,446.30333333333334
13804,31,9,3208.52,1,Regular,356.5022222222222
13805,52,2,924.6,1,Regular,462.3
13806,64,1,256.38,1,Regular,256.38
13807,367,3,534.8,0,At Risk,178.26666666666665
13808,6,5,1747.66,1,Regular,349.53200000000004
13809,305,3,679.6999999999999,0,At Risk,226.56666666666663
13810,29,3,1499.01,1,Regular,499.67
13811,184,3,814.5,1,Regular,271.5
13812,42,3,539.0,1,Regular,179.66666666666666
13813,40,8,2765.4700000000003,1,Regular,345.68375000000003
13814,92,3,2257.32,1,Regular,752.44
13815,22,8,7475.74,1,Regular,934.4675
13816,24,2,571.6700000000001,1,Regular,285.83500000000004
13817,29,2,382.98,1,Regular,191.49
13818,430,1,61.28,0,At Risk,61.28
13819,302,6,2642.35,0,At Risk,440.39166666666665
13820,418,3,660.65,0,At Risk,220.21666666666667
13821,145,6,1410.73,1,Regular,235.12166666666667
13822,6,2,632.0,1,Regular,316.0
13823,19,7,3403.4500000000003,1,Regular,486.2071428571429
13824,33,12,3314.76,1,Regular,276.23
13825,622,2,255.59,0,At Risk,127.795
13826,176,1,189.5,1,Regular,189.5
13827,58,3,412.05,1,Regular,137.35
13828,22,1,209.49,1,Regular,209.49
13829,421,1,102.0,0,At Risk,102.0
13830,582,1,156.85000000000002,0,At Risk,156.85000000000002
13831,16,18,7023.58,1,Regular,390.19888888888886
13832,19,2,613.6899999999999,1,Regular,306.84499999999997
13833,159,2,701.36,1,Regular,350.68
13834,577,2,324.19,0,At Risk,162.095
13835,25,7,1095.27,1,Regular,156.46714285714285
13836,399,2,620.37,0,At Risk,310.185
13837,212,2,271.24,1,Regular,135.62
13838,6,10,1966.09,1,Regular,196.60899999999998
13839,486,1,139.95000000000002,0,At Risk,139.95000000000002
13840,416,1,651.4,0,At Risk,651.4
13841,253,1,85.0,0,At Risk,85.0
13842,59,18,5629.91,1,Regular,312.7727777777778
13843,381,1,319.75,0,At Risk,319.75
13844,11,1,361.62,1,Regular,361.62
13845,65,1,312.98,1,Regular,312.98
13846,25,4,1307.79,1,Regular,326.9475
13847,720,1,310.72,0,At Risk,310.72
13848,92,8,3335.0,1,Regular,416.875
13849,52,5,3469.3,1,Regular,693.86
13850,129,1,1595.48,1,Regular,1595.48
13851,96,8,4606.46,1,Regular,575.8075
13852,611,1,187.35,0,At Risk,187.35
13853,57,1,1090.14,1,Regular,1090.14
13854,9,39,12253.96,1,Regular,314.2041025641025
13855,501,4,1310.34,0,At Risk,327.585
13856,169,11,1142.03,1,Regular,103.82090909090908
13857,393,6,1001.01,0,At Risk,166.835
13858,57,1,216.17,1,Regular,216.17
13859,326,2,515.86,0,At Risk,257.93
13860,1,5,1245.9,1,Regular,249.18
13861,429,2,273.26,0,At Risk,136.63
13862,18,9,2556.09,1,Regular,284.01
13863,248,4,1239.55,1,Regular,309.8875
13864,387,1,662.4000000000001,0,At Risk,662.4000000000001
13865,58,4,501.56,1,Regular,125.39
13866,74,1,145.67,1,Regular,145.67
13867,31,3,1015.29,1,Regular,338.43
13868,7,2,3192.54,1,Regular,1596.27
13869,123,10,8111.57,1,Regular,811.1569999999999
13870,2,15,5712.08,1,Regular,380.80533333333335
13871,23,17,7885.85,1,Regular,463.8735294117647
13872,527,3,919.57,0,At Risk,306.52333333333337
13873,120,8,1038.92,1,Regular,129.865
13874,358,7,2049.15,0,At Risk,292.7357142857143
13875,54,14,4814.37,1,Regular,343.88357142857143
13876,64,1,122.7,1,Regular,122.7
13877,86,3,449.68,1,Regular,149.89333333333335
13878,55,4,2473.06,1,Regular,618.265
13879,646,1,395.5,0,At Risk,395.5
13880,21,17,4391.66,1,Regular,258.33294117647057
13881,4,43,45179.1,1,Regular,1050.6767441860466
13882,3,5,1191.13,1,Regular,238.22600000000003
13883,11,15,6560.02,1,Regular,437.3346666666667
13884,7,10,1888.48,1,Regular,188.848
13885,189,2,506.8,1,Regular,253.4
13886,71,1,243.56,1,Regular,243.56
13887,204,1,349.55,1,Regular,349.55
13888,120,7,2169.05,1,Regular,309.86428571428576
13889,93,6,1991.23,1,Regular,331.87166666666667
13890,1,14,2927.38,1,Regular,209.09857142857143
13891,378,3,863.56,0,At Risk,287.8533333333333
13892,27,6,1267.65,1,Regular,211.275
13893,298,1,821.1,0,At Risk,821.1
13894,24,3,564.62,1,Regular,188.20666666666668
13895,28,6,4008.52,1,Regular,668.0866666666667
13896,626,1,388.55,0,At Risk,388.55
13897,50,3,1160.72,1,Regular,386.9066666666667
13898,326,2,686.4,0,At Risk,343.2
13899,16,2,388.52,1,Regular,194.26
13900,183,6,1610.59,1,Regular,268.4316666666667
13901,72,15,5676.34,1,Regular,378.42266666666666
13902,632,5,34095.26,0,At Risk,6819.052000000001
13903,400,1,165.45000000000002,0,At Risk,165.45000000000002
13904,37,2,332.64,1,Regular,166.32
13905,733,1,312.65,0,At Risk,312.65
13906,409,1,42.0,0,At Risk,42.0
13907,692,1,136.8,0,At Risk,136.8
13908,80,4,2369.55,1,Regular,592.3875
13909,423,2,286.6,0,At Risk,143.3
13911,57,20,4234.99,1,Regular,211.74949999999998
13912,424,1,124.95,0,At Risk,124.95
13913,507,1,42.22,0,At Risk,42.22
13914,12,2,626.45,1,Regular,313.225
13915,394,1,70.80000000000001,0,At Risk,70.80000000000001
13916,464,4,1275.81,0,At Risk,318.9525
13917,50,2,272.04,1,Regular,136.02
13918,50,2,1212.84,1,Regular,606.42
13919,59,4,1360.68,1,Regular,340.17
13920,432,4,1774.68,0,At Risk,443.67
13921,402,4,730.7,0,At Risk,182.675
13922,352,3,865.2,0,At Risk,288.40000000000003
13923,54,1,351.13,1,Regular,351.13
13924,2,6,1838.85,1,Regular,306.47499999999997
13925,93,4,678.25,1,Regular,169.5625
13926,23,1,223.85,1,Regular,223.85
13927,75,2,708.26,1,Regular,354.13
13928,11,4,464.57,1,Regular,116.1425
13929,169,11,3494.1,1,Regular,317.6454545454545
13930,58,2,337.34,1,Regular,168.67
13931,96,11,5257.38,1,Regular,477.94363636363636
13932,295,1,307.4,0,At Risk,307.4
13933,109,2,608.79,1,Regular,304.395
13934,264,1,922.1,0,At Risk,922.1
13935,597,3,6116.92,0,At Risk,2038.9733333333334
13936,180,3,939.66,1,Regular,313.21999999999997
13937,169,2,880.13,1,Regular,440.065
13938,35,1,71.66,1,Regular,71.66
13939,23,7,1560.96,1,Regular,222.99428571428572
13940,17,4,839.14,1,Regular,209.785
13941,22,15,11122.3,1,Regular,741.4866666666666
13942,535,1,320.0,0,At Risk,320.0
13943,578,1,246.54,0,At Risk,246.54
13944,653,1,200.43,0,At Risk,200.43
13945,395,2,854.1500000000001,0,At Risk,427.07500000000005
13946,79,6,1876.23,1,Regular,312.705
13947,65,1,90.6,1,Regular,90.6
13948,361,4,548.76,0,At Risk,137.19
13949,3,6,2427.32,1,Regular,404.55333333333334
13950,11,4,745.0600000000001,1,Regular,186.26500000000001
13951,176,3,674.45,1,Regular,224.8166666666667
13952,218,14,12823.521,1,Regular,915.9657857142857
13953,7,12,6640.68,1,Regular,553.39
13954,2,2,439.92,1,Regular,219.96
13955,154,3,545.17,1,Regular,181.72333333333333
13956,5,5,1026.42,1,Regular,205.28400000000002
13957,418,3,458.25,0,At Risk,152.75
13958,380,8,4709.2300000000005,0,At Risk,588.6537500000001
13959,79,6,1076.18,1,Regular,179.36333333333334
13960,21,2,230.22,1,Regular,115.11
13961,392,1,538.4,0,At Risk,538.4
13962,22,3,362.8,1,Regular,120.93333333333334
13963,308,17,3011.87,0,At Risk,177.16882352941175
13964,387,2,438.9,0,At Risk,219.45
13965,477,3,996.61,0,At Risk,332.2033333333333
13966,435,1,390.86,0,At Risk,390.86
13967,146,2,166.3,1,Regular,83.15
13968,423,1,123.66,0,At Risk,123.66
13969,7,35,13365.87,1,Regular,381.882
13970,386,2,846.55,0,At Risk,423.275
13971,19,14,4667.57,1,Regular,333.3978571428571
13972,71,2,190.25,1,Regular,95.125
13973,287,1,264.7,0,At Risk,264.7
13974,49,2,677.72,1,Regular,338.86
13975,31,12,5358.84,1,Regular,446.57
13976,207,4,1192.36,1,Regular,298.09
13977,411,1,519.8100000000001,0,At Risk,519.8100000000001
13978,15,2,196.79,1,Regular,98.395
13979,73,7,3416.23,1,Regular,488.03285714285715
13980,60,5,799.92,1,Regular,159.98399999999998
13981,416,1,331.14,0,At Risk,331.14
13982,39,9,4445.59,1,Regular,493.95444444444445
13983,30,21,7108.45,1,Regular,338.497619047619
13984,27,12,2048.6,1,Regular,170.71666666666667
13985,4,22,10020.86,1,Regular,455.49363636363637
13986,17,1,320.46,1,Regular,320.46
13987,380,2,682.54,0,At Risk,341.27
13988,20,8,4757.8,1,Regular,594.725
13989,66,5,2026.06,1,Regular,405.212
13990,213,1,311.3,1,Regular,311.3
13991,12,6,855.97,1,Regular,142.66166666666666
13992,30,3,219.5,1,Regular,73.16666666666667
13993,43,19,6775.71,1,Regular,356.6163157894737
13994,4,6,2313.14,1,Regular,385.5233333333333
13995,15,14,3902.01,1,Regular,278.71500000000003
13996,386,2,895.76,0,At Risk,447.88
13997,519,3,382.31,0,At Risk,127.43666666666667
13998,447,3,566.7,0,At Risk,188.9
13999,10,29,9502.26,1,Regular,327.6641379310345
14000,211,5,2046.34,1,Regular,409.268
14001,46,9,4530.09,1,Regular,503.34333333333336
14002,134,2,529.73,1,Regular,264.865
14003,733,1,209.41,0,At Risk,209.41
14004,43,11,6258.45,1,Regular,568.9499999999999
14005,10,5,2874.72,1,Regular,574.944
14006,116,7,2196.67,1,Regular,313.81
14007,513,1,79.48,0,At Risk,79.48
14008,432,1,509.04,0,At Risk,509.04
14009,198,3,1099.91,1,Regular,366.6366666666667
14010,565,2,445.15,0,At Risk,222.575
14011,480,2,457.82,0,At Risk,228.91
14012,278,1,328.8,0,At Risk,328.8
14013,110,5,1084.57,1,Regular,216.914
14014,77,3,1948.21,1,Regular,649.4033333333333
14015,53,1,917.34,1,Regular,917.34
14016,162,11,11403.41,1,Regular,1036.6736363636364
14017,571,1,229.75,0,At Risk,229.75
14018,645,1,367.15,0,At Risk,367.15
14019,47,3,1421.61,1,Regular,473.86999999999995
14020,17,4,1249.01,1,Regular,312.2525
14021,155,7,1716.58,1,Regular,245.22571428571428
14022,225,2,792.15,1,Regular,396.075
14023,7,2,584.07,1,Regular,292.035
14024,122,3,645.74,1,Regular,215.24666666666667
14025,465,8,4057.9,0,At Risk,507.2375
14026,471,2,713.11,0,At Risk,356.555
14027,61,1,104.82,1,Regular,104.82
14028,550,3,10396.5,0,At Risk,3465.5
14029,63,2,467.66,1,Regular,233.83
14030,18,20,8262.29,1,Regular,413.1145
14031,7,44,40999.17,1,Regular,931.7993181818182
14032,2,16,4850.27,1,Regular,303.141875
14033,555,1,109.44,0,At Risk,109.44
14034,22,3,651.8199999999999,1,Regular,217.2733333333333
14035,29,9,2856.72,1,Regular,317.4133333333333
14036,285,1,626.65,0,At Risk,626.65
14037,176,6,836.95,1,Regular,139.49166666666667
14038,78,5,3069.88,1,Regular,613.976
14039,33,2,267.28000000000003,1,Regular,133.64000000000001
14040,41,35,12645.57,1,Regular,361.30199999999996
14041,266,1,141.41,0,At Risk,141.41
14042,725,1,431.98,0,At Risk,431.98
14043,491,2,304.25,0,At Risk,152.125
14044,27,10,3123.1,1,Regular,312.31
14045,109,16,11313.03,1,Regular,707.064375
14046,284,1,154.99,0,At Risk,154.99
14047,9,14,4255.03,1,Regular,303.93071428571426
14048,305,3,748.69,0,At Risk,249.56333333333336
14049,17,13,13239.03,1,Regular,1018.3869230769232
14050,32,2,746.36,1,Regular,373.18
14051,1,37,22434.0,1,Regular,606.3243243243244
14052,20,2,480.81,1,Regular,240.405
14053,124,4,572.3,1,Regular,143.075
14054,65,1,92.46,1,Regular,92.46
14055,106,3,1520.96,1,Regular,506.9866666666667
14056,1,23,8214.65,1,Regular,357.1586956521739
14057,24,22,8408.84,1,Regular,382.22
14058,463,2,469.19,0,At Risk,234.595
14059,267,1,183.6,0,At Risk,183.6
14060,5,30,9519.08,1,Regular,317.30266666666665
14061,507,3,917.43,0,At Risk,305.81
14062,10,24,25604.2,1,Regular,1066.8416666666667
14063,438,9,22710.2,0,At Risk,2523.355555555556
14064,29,15,3332.42,1,Regular,222.16133333333335
14065,389,3,891.02,0,At Risk,297.00666666666666
14066,267,1,152.55,0,At Risk,152.55
14067,64,2,374.7,1,Regular,187.35
14068,320,4,1528.37,0,At Risk,382.0925
14069,515,2,230.06,0,At Risk,115.03
14070,685,1,326.55,0,At Risk,326.55
14071,4,8,1438.82,1,Regular,179.8525
14072,667,1,390.85,0,At Risk,390.85
14073,32,1,151.04,1,Regular,151.04
14074,623,1,219.4,0,At Risk,219.4
14075,5,6,1734.87,1,Regular,289.145
14076,129,1,122.47,1,Regular,122.47
14077,41,6,615.08,1,Regular,102.51333333333334
14078,102,9,1692.63,1,Regular,188.07000000000002
14079,125,2,618.73,1,Regular,309.365
14080,33,5,1115.68,1,Regular,223.13600000000002
14081,302,10,5370.1,0,At Risk,537.01
14082,365,2,413.36,0,At Risk,206.68
14083,4,11,1407.26,1,Regular,127.93272727272728
14084,512,1,150.5,0,At Risk,150.5
14085,2,33,10104.97,1,Regular,306.2112121212121
14086,463,1,39.95,0,At Risk,39.95
14087,3,3,846.22,1,Regular,282.0733333333333
14088,10,16,64036.8,1,Regular,4002.3
14089,57,1,161.0,1,Regular,161.0
14090,325,1,76.32000000000001,0,At Risk,76.32000000000001
14091,654,2,9530.08,0,At Risk,4765.04
14092,8,24,7229.45,1,Regular,301.2270833333333
14093,12,1,442.85,1,Regular,442.85
14094,440,1,335.22,0,At Risk,335.22
14095,723,1,2.95,0,At Risk,2.95
14096,4,17,65164.79,1,Regular,3833.2229411764706
14097,481,2,422.86,0,At Risk,211.43
14098,37,1,147.35,1,Regular,147.35
14099,16,20,5765.71,1,Regular,288.2855
14100,138,1,194.9,1,Regular,194.9
14101,74,13,9961.93,1,Regular,766.3023076923077
14102,5,5,1360.28,1,Regular,272.056
14104,155,5,771.58,1,Regular,154.316
14105,239,5,5988.83,1,Regular,1197.766
14106,737,1,214.8,0,At Risk,214.8
14107,52,11,4877.3,1,Regular,443.39090909090913
14108,31,4,1044.96,1,Regular,261.24
14109,73,1,144.2,1,Regular,144.2
14110,4,33,12987.95,1,Regular,393.57424242424247
14111,14,4,692.85,1,Regular,173.2125
14112,23,13,5834.59,1,Regular,448.8146153846154
14113,4,16,7092.610000000001,1,Regular,443.28812500000004
14114,274,7,1364.09,0,At Risk,194.86999999999998
14115,502,2,622.67,0,At Risk,311.335
14116,20,5,1382.74,1,Regular,276.548
14117,144,1,90.0,1,Regular,90.0
14118,429,1,458.45,0,At Risk,458.45
14119,376,2,183.37,0,At Risk,91.685
14121,4,4,2780.15,1,Regular,695.0375
14122,406,3,362.42,0,At Risk,120.80666666666667
14123,733,1,436.18,0,At Risk,436.18
14124,84,1,419.58,1,Regular,419.58
14125,11,3,2740.43,1,Regular,913.4766666666666
14126,8,4,1172.46,1,Regular,293.115
14127,123,6,1900.08,1,Regular,316.68
14128,61,3,924.21,1,Regular,308.07
14129,2,9,2591.34,1,Regular,287.9266666666667
14130,319,4,1882.67,0,At Risk,470.6675
14131,649,1,187.87,0,At Risk,187.87
14132,2,11,3586.03,1,Regular,326.00272727272727
14133,130,4,911.14,1,Regular,227.785
14134,383,15,11123.35,0,At Risk,741.5566666666667
14135,2,24,9643.92,1,Regular,401.83
14136,401,5,1570.81,0,At Risk,314.162
14137,696,1,332.7,0,At Risk,332.7
14138,2,2,982.38,1,Regular,491.19
14139,46,4,1086.8,1,Regular,271.7
14140,4,2,935.05,1,Regular,467.525
14141,3,4,915.13,1,Regular,228.7825
14142,373,2,983.15,0,At Risk,491.575
14143,134,1,115.8,1,Regular,115.8
14144,486,1,30.6,0,At Risk,30.6
14145,47,7,7600.05,1,Regular,1085.7214285714285
14146,9,12,9450.3,1,Regular,787.525
14147,78,9,2590.2,1,Regular,287.79999999999995
14148,234,2,466.29,1,Regular,233.145
14149,221,1,446.62,1,Regular,446.62
14150,36,2,658.64,1,Regular,329.32
14151,673,2,679.45,0,At Risk,339.725
14152,75,7,1997.34,1,Regular,285.3342857142857
14153,483,1,233.4,0,At Risk,233.4
14154,239,8,6460.7,1,Regular,807.5875
14155,266,1,118.75,0,At Risk,118.75
14156,10,156,313946.37,3,Key Accounts (Wholesale/Bulk),2012.4767307692307
14157,20,5,1002.78,1,Regular,200.55599999999998
14158,40,1,507.66,1,Regular,507.66
14159,20,20,7938.01,1,Regular,396.9005
14160,610,7,8421.47,0,At Risk,1203.0671428571427
14161,216,7,3318.88,1,Regular,474.1257142857143
14162,174,2,289.36,1,Regular,144.68
14163,87,5,2594.62,1,Regular,518.924
14164,71,2,1631.77,1,Regular,815.885
14165,276,1,122.54,0,At Risk,122.54
14166,505,2,256.85,0,At Risk,128.425
14167,39,8,1296.49,1,Regular,162.06125
14168,421,2,370.45,0,At Risk,185.225
14169,431,2,624.4300000000001,0,At Risk,312.21500000000003
14170,375,3,597.33,0,At Risk,199.11
14171,98,2,498.79,1,Regular,249.395
14172,605,3,402.72,0,At Risk,134.24
14173,11,6,586.0,1,Regular,97.66666666666667
14174,33,1,134.46,1,Regular,134.46
14175,60,8,7678.88,1,Regular,959.86
14176,297,5,916.01,0,At Risk,183.202
14177,86,13,2229.34,1,Regular,171.48769230769233
14178,9,7,1620.93,1,Regular,231.5614285714286
14179,41,2,719.78,1,Regular,359.89
14180,11,33,6319.25,1,Regular,191.49242424242425
14181,411,2,310.55,0,At Risk,155.275
14182,444,4,678.77,0,At Risk,169.6925
14183,411,2,286.29,0,At Risk,143.145
14184,67,1,452.89,1,Regular,452.89
14185,331,1,197.65,0,At Risk,197.65
14186,427,5,1550.63,0,At Risk,310.12600000000003
14187,474,1,123.5,0,At Risk,123.5
14188,31,6,2054.36,1,Regular,342.3933333333334
14189,2,16,5814.39,1,Regular,363.399375
14190,666,1,79.9,0,At Risk,79.9
14191,2,15,4817.66,1,Regular,321.1773333333333
14192,388,1,293.74,0,At Risk,293.74
14193,68,3,1210.19,1,Regular,403.3966666666667
14194,5,36,18670.59,1,Regular,518.6275
14195,202,6,2615.6,1,Regular,435.93333333333334
14196,107,1,335.52,1,Regular,335.52
14197,411,1,390.05,0,At Risk,390.05
14198,18,9,1569.73,1,Regular,174.41444444444446
14199,218,4,1091.7,1,Regular,272.925
14200,617,1,379.2,0,At Risk,379.2
14201,60,10,1193.54,1,Regular,119.354
14202,381,3,847.76,0,At Risk,282.58666666666664
14203,397,1,339.34,0,At Risk,339.34
14204,2,4,1062.96,1,Regular,265.74
14205,17,9,2414.2,1,Regular,268.2444444444444
14206,239,3,1185.01,1,Regular,395.00333333333333
14207,688,1,157.8,0,At Risk,157.8
14208,95,2,567.05,1,Regular,283.525
14209,11,15,4993.27,1,Regular,332.8846666666667
14210,106,16,5861.52,1,Regular,366.345
14211,53,18,4402.29,1,Regular,244.57166666666666
14212,90,2,2190.14,1,Regular,1095.07
14213,405,1,1192.2,0,At Risk,1192.2
14214,31,5,1004.38,1,Regular,200.876
14215,12,9,3416.33,1,Regular,379.59222222222223
14216,3,5,2150.04,1,Regular,430.008
14217,2,23,3416.89,1,Regular,148.5604347826087
14218,43,1,169.48000000000002,1,Regular,169.48000000000002
14219,4,3,633.83,1,Regular,211.27666666666667
14220,247,4,1515.0,1,Regular,378.75
14221,42,17,6517.49,1,Regular,383.38176470588235
14222,177,1,683.17,1,Regular,683.17
14223,92,3,991.13,1,Regular,330.37666666666667
14224,110,9,1897.9,1,Regular,210.8777777777778
14225,435,4,2037.02,0,At Risk,509.255
14226,29,6,3002.53,1,Regular,500.4216666666667
14227,26,15,6368.71,1,Regular,424.5806666666667
14228,438,3,745.5,0,At Risk,248.5
14229,52,7,2594.04,1,Regular,370.57714285714286
14230,436,3,979.8,0,At Risk,326.59999999999997
14231,184,4,1235.62,1,Regular,308.905
14232,43,5,2048.07,1,Regular,409.61400000000003
14233,49,7,2904.27,1,Regular,414.8957142857143
14234,22,4,775.46,1,Regular,193.865
14235,75,9,4717.99,1,Regular,524.2211111111111
14236,81,5,1744.64,1,Regular,348.928
14237,373,2,632.14,0,At Risk,316.07
14238,326,3,434.23,0,At Risk,144.74333333333334
14239,43,21,4263.17,1,Regular,203.00809523809525
14240,30,3,1247.49,1,Regular,415.83
14241,184,2,333.7,1,Regular,166.85
14242,235,2,280.55,1,Regular,140.275
14243,9,17,7431.05,1,Regular,437.1205882352941
14244,661,1,366.42,0,At Risk,366.42
14245,220,2,1693.45,1,Regular,846.725
14246,111,3,1474.06,1,Regular,491.3533333333333
14247,278,5,772.66,0,At Risk,154.53199999999998
14248,318,3,1032.95,0,At Risk,344.31666666666666
14249,411,12,5625.461,0,At Risk,468.7884166666667
14250,7,3,1904.05,1,Regular,634.6833333333333
14251,2,5,2879.7000000000003,1,Regular,575.94
14252,381,1,350.99,0,At Risk,350.99
14253,493,2,363.4,0,At Risk,181.7
14254,433,1,601.03,0,At Risk,601.03
14255,546,1,1000.63,0,At Risk,1000.63
14256,260,5,2473.99,1,Regular,494.79799999999994
14257,64,9,5954.45,1,Regular,661.6055555555555
14258,9,25,32051.34,1,Regular,1282.0536
14259,142,1,120.0,1,Regular,120.0
14260,471,3,824.28,0,At Risk,274.76
14261,51,2,1163.45,1,Regular,581.725
14262,8,8,2618.23,1,Regular,327.27875
14263,423,1,322.93,0,At Risk,322.93
14264,155,6,1517.36,1,Regular,252.89333333333332
14265,109,4,1373.35,1,Regular,343.3375
14266,428,1,40.56,0,At Risk,40.56
14267,163,3,1516.24,1,Regular,505.41333333333336
14268,471,1,354.85,0,At Risk,354.85
14269,439,1,295.73,0,At Risk,295.73
14270,332,1,492.65,0,At Risk,492.65
14271,226,2,219.13,1,Regular,109.565
14272,74,4,920.81,1,Regular,230.2025
14273,51,4,559.97,1,Regular,139.9925
14274,686,1,256.6,0,At Risk,256.6
14275,396,6,1189.38,0,At Risk,198.23000000000002
14276,99,7,2102.68,1,Regular,300.3828571428571
14277,15,9,17225.81,1,Regular,1913.978888888889
14278,410,1,205.83,0,At Risk,205.83
14279,521,2,191.86,0,At Risk,95.93
14280,197,1,134.04,1,Regular,134.04
14281,408,1,245.15,0,At Risk,245.15
14282,3,25,7849.66,1,Regular,313.9864
14283,463,4,628.44,0,At Risk,157.11
14284,31,3,1299.65,1,Regular,433.2166666666667
14285,21,8,3284.42,1,Regular,410.5525
14286,24,7,8479.76,1,Regular,1211.3942857142858
14287,8,3,176.63,1,Regular,58.876666666666665
14288,213,1,426.6,1,Regular,426.6
14289,9,6,911.26,1,Regular,151.87666666666667
14290,11,8,4516.56,1,Regular,564.57
14291,2,23,7904.1,1,Regular,343.6565217391304
14292,8,16,9226.25,1,Regular,576.640625
14293,3,9,3267.9300000000003,1,Regular,363.10333333333335
14294,407,1,375.34,0,At Risk,375.34
14295,40,5,2362.91,1,Regular,472.582
14296,421,2,456.4,0,At Risk,228.2
14297,18,4,1305.33,1,Regular,326.3325
14298,8,82,91194.49,2,VIP,1112.1279268292683
14299,8,27,14499.49,1,Regular,537.0181481481482
14300,19,1,43.2,1,Regular,43.2
14301,117,4,1992.18,1,Regular,498.045
14302,431,3,742.9000000000001,0,At Risk,247.63333333333335
14303,407,2,277.94,0,At Risk,138.97
14304,223,3,1725.01,1,Regular,575.0033333333333
14305,71,3,1858.96,1,Regular,619.6533333333333
14306,51,6,3151.4,1,Regular,525.2333333333333
14307,89,10,5071.03,1,Regular,507.10299999999995
14308,549,2,1147.02,0,At Risk,573.51
14309,8,11,3780.81,1,Regular,343.71
14310,433,1,492.1,0,At Risk,492.1
14311,243,2,516.45,1,Regular,258.225
14312,47,11,3090.29,1,Regular,280.93545454545455
14314,107,2,229.8,1,Regular,114.9
14315,45,8,3197.82,1,Regular,399.7275
14316,422,5,1370.34,0,At Risk,274.068
14317,65,1,508.58,1,Regular,508.58
14318,460,1,158.02,0,At Risk,158.02
14319,424,1,494.85,0,At Risk,494.85
14320,207,5,1346.75,1,Regular,269.35
14321,11,7,2218.06,1,Regular,316.86571428571426
14322,429,4,474.1,0,At Risk,118.525
14323,115,2,605.0600000000001,1,Regular,302.53000000000003
14324,410,2,701.61,0,At Risk,350.805
14325,570,1,245.48,0,At Risk,245.48
14326,242,3,940.98,1,Regular,313.66
14327,163,6,1894.93,1,Regular,315.82166666666666
14328,438,1,445.05,0,At Risk,445.05
14329,17,15,9927.22,1,Regular,661.8146666666667
14330,624,1,200.63,0,At Risk,200.63
14331,124,2,462.66,1,Regular,231.33
14332,23,5,1943.51,1,Regular,388.702
14333,68,1,415.2,1,Regular,415.2
14334,17,12,4318.4800000000005,1,Regular,359.8733333333334
14335,16,2,468.26,1,Regular,234.13
14336,17,4,1614.91,1,Regular,403.7275
14338,161,3,928.1,1,Regular,309.3666666666667
14339,243,2,620.27,1,Regular,310.135
14340,219,1,134.7,1,Regular,134.7
14341,45,18,4467.32,1,Regular,248.18444444444444
14342,21,6,918.44,1,Regular,153.07333333333335
14343,421,4,1088.91,0,At Risk,272.2275
14344,127,20,3333.7000000000003,1,Regular,166.685
14345,39,1,108.98,1,Regular,108.98
14346,121,5,2315.75,1,Regular,463.15
14347,737,1,82.60000000000001,0,At Risk,82.60000000000001
